          RA           DEC             R062             Z087 
 00:54:00.25  +39:46:45.44       26.2045111       26.9235989 
 00:54:13.78  +39:47:36.96       26.1359742       26.8659314 
 00:54:14.73  +39:47:40.57       27.7237720       28.6602486 
 00:54:14.91  +39:47:41.24       28.3264416       29.6542181 
 00:54:05.24  +39:47:04.27       28.0257177       29.1252359 
 00:54:00.36  +39:46:45.65       28.9071807       30.0175684 
 00:54:02.64  +39:46:54.04       28.8657177       29.9652359 
 00:54:13.50  +39:47:35.32       29.0325503       30.0342435 
 00:54:04.95  +39:47:02.60       23.5567133       24.0692816 
 00:54:11.02  +39:47:25.68       28.2501068       29.3822333 
 00:54:01.01  +39:46:47.59       27.8364568       28.7185862 
 00:54:09.61  +39:47:20.13       28.6052351       29.5525811 
 00:54:14.87  +39:47:39.95       29.0123090       29.9379161 
 00:54:05.90  +39:47:05.73       28.7762003       30.0278907 
 00:54:00.40  +39:46:44.75       29.2264416       30.5542181 
 00:54:09.54  +39:47:19.55       29.3586438       30.4799009 
 00:54:15.45  +39:47:42.04       26.2464568       27.1285862 
 00:54:06.08  +39:47:06.29       28.6837720       29.6202486 
 00:54:00.26  +39:46:44.08       28.5798655       29.6359059 
 00:54:03.81  +39:46:57.56       28.0666829       29.4705455 
 00:54:08.02  +39:47:13.57       28.8174220       30.0038958 
 00:54:08.96  +39:47:17.18       27.0074372       27.7482638 
 00:54:09.25  +39:47:18.16       29.2718263       30.0452613 
 00:54:16.06  +39:47:44.07       28.1876634       29.4502232 
 00:54:13.75  +39:47:35.20       28.5903481       29.7985607 
 00:54:02.65  +39:46:52.93       29.8574069       31.4895277 
 00:54:08.46  +39:47:15.01       28.1593829       29.0632511 
 00:54:13.54  +39:47:34.29       28.3837569       29.7658805 
 00:54:07.16  +39:47:10.02       28.3808459       29.2955836 
 00:54:07.63  +39:47:11.76       29.3010872       30.2919110 
 00:54:08.02  +39:47:13.27       28.3596242       29.3395785 
 00:54:02.31  +39:46:51.48       28.3710872       29.3619110 
 00:54:02.46  +39:46:52.03       28.4698503       29.9715379 
 00:54:04.05  +39:46:58.09       27.7489002       28.5005963 
 00:54:15.63  +39:47:42.11       29.0403481       30.2485607 
 00:54:00.85  +39:46:45.83       28.1118112       29.3308932 
 00:54:10.77  +39:47:23.58       28.9549937       29.8262537 
 00:54:12.43  +39:47:29.91       29.0547373       30.2955582 
 00:54:13.58  +39:47:34.27       28.8501068       29.9822333 
 00:54:03.37  +39:46:55.39       29.4084025       30.4535735 
 00:54:00.83  +39:46:45.67       28.8084025       29.8535735 
 00:54:03.36  +39:46:55.34       28.8498655       29.9059059 
 00:54:13.17  +39:47:32.57       25.1606046       25.9992562 
 00:54:06.32  +39:47:06.48       29.0876785       29.9045912 
 00:54:01.35  +39:46:47.56       28.4698503       29.9715379 
 00:54:02.12  +39:46:50.48       29.1091264       30.3825557 
 00:54:09.53  +39:47:18.54       28.6276634       29.8902232 
 00:54:11.74  +39:47:26.97       28.4335155       29.7395531 
 00:54:14.65  +39:47:38.00       27.6869394       28.7212410 
 00:54:12.17  +39:47:28.46       28.8927764       30.4162028 
 00:54:03.29  +39:46:54.58       28.6598655       29.7159059 
 00:54:09.60  +39:47:18.57       29.1213437       29.7426065 
 00:54:04.25  +39:46:58.17       27.9144960       29.0792308 
 00:54:06.22  +39:47:05.68       29.7530329       30.9068983 
 00:54:11.64  +39:47:26.20       28.5318112       29.7508932 
 00:54:13.72  +39:47:34.06       28.3144960       29.4792308 
 00:54:02.37  +39:46:50.75       28.4615699       29.6045658 
 00:54:05.41  +39:47:02.26       29.4469394       30.4812410 
 00:54:06.07  +39:47:04.78       29.5362155       30.3422588 
 00:54:14.25  +39:47:35.77       29.0564568       29.9385862 
 00:54:03.81  +39:46:56.00       27.1523090       28.0779161 
 00:54:04.50  +39:46:58.62       28.4488851       29.6462283 
 00:54:01.79  +39:46:48.25       28.9793829       29.8832511 
 00:54:12.49  +39:47:28.94       29.0069394       30.0412410 
 00:54:01.73  +39:46:47.95       27.9486438       29.0699009 
 00:54:07.58  +39:47:10.22       28.7542546       29.8429034 
 00:54:15.34  +39:47:39.52       29.2618112       30.4808932 
 00:54:15.93  +39:47:41.63       28.3679047       29.7065506 
 00:54:03.08  +39:46:52.42       29.1737720       30.1102486 
 00:54:16.30  +39:47:42.62       29.2662003       30.5178907 
 00:54:14.10  +39:47:34.20       29.0844960       30.2492308 
 00:54:14.72  +39:47:36.55       28.8430329       29.9968983 
 00:54:15.87  +39:47:40.82       27.7635610       27.7326573 
 00:54:15.13  +39:47:38.01       29.2727916       30.3505709 
 00:54:03.26  +39:46:52.83       28.9149937       29.7862537 
 00:54:01.49  +39:46:46.01       28.8959590       30.0715633 
 00:54:10.05  +39:47:18.55       27.5408459       28.4555836 
 00:54:07.61  +39:47:09.14       29.4923090       30.4179161 
 00:54:03.14  +39:46:52.12       29.2430481       29.9512664 
 00:54:00.70  +39:46:42.85       29.6857177       30.7852359 
 00:54:07.50  +39:47:08.71       28.4215850       29.1189339 
 00:54:00.33  +39:46:41.37       24.8193677       26.1688831 
 00:54:06.41  +39:47:04.40       28.5240133       29.5365760 
 00:54:11.88  +39:47:25.21       28.1771807       29.2875684 
 00:54:13.65  +39:47:31.92       28.9983873       30.4892054 
 00:54:00.29  +39:46:41.05       28.4640133       29.4765760 
 00:54:02.36  +39:46:48.77       29.2698655       30.3259059 
 00:54:10.46  +39:47:19.64       25.8893829       26.7932511 
 00:54:08.21  +39:47:10.95       28.1993829       29.1032511 
 00:54:08.93  +39:47:13.63       28.7910872       29.7819110 
 00:54:10.83  +39:47:20.81       29.3274372       30.0682638 
 00:54:10.55  +39:47:19.61       28.9898655       30.0459059 
 00:54:07.95  +39:47:09.69       28.9425503       29.9442435 
 00:54:09.29  +39:47:14.72       29.2627764       30.7862028 
 00:54:11.01  +39:47:21.28       29.0159590       30.1915633 
 00:54:10.03  +39:47:17.26       29.0098503       30.5115379 
 00:54:10.58  +39:47:19.20       28.3964416       29.7242181 
 00:54:12.08  +39:47:24.86       28.4105894       29.6948881 
 00:54:15.95  +39:47:39.59       28.8630177       30.4625302 
 00:54:00.42  +39:46:40.42       28.6110872       29.6019110 
 00:54:01.92  +39:46:46.09       28.5937569       29.9758805 
 00:54:12.31  +39:47:25.57       28.0179047       29.3565506 
 00:54:03.87  +39:46:53.35       23.2479350       23.6952867 
 00:54:12.61  +39:47:26.60       28.6720525       29.9672206 
 00:54:16.57  +39:47:41.62       29.1925654       29.7486116 
 00:54:07.36  +39:47:06.53       28.2752199       29.6682130 
 00:54:09.44  +39:47:14.42       27.5676785       28.3845912 
 00:54:12.93  +39:47:27.70       29.3688851       30.5662283 
 00:54:16.37  +39:47:40.72       29.1761852       30.8735226 
 00:54:02.48  +39:46:47.83       28.2135155       29.5195531 
 00:54:03.62  +39:46:52.01       29.2288851       30.4262283 
 00:54:12.35  +39:47:25.23       28.5959590       29.7715633 
 00:54:15.41  +39:47:36.78       28.2657177       29.3652359 
 00:54:13.54  +39:47:29.54       28.8613285       29.9282384 
 00:54:05.33  +39:46:58.13       29.2918112       30.5108932 
 00:54:06.49  +39:47:02.53       27.3937720       28.3302486 
 00:54:01.04  +39:46:41.52       29.0071807       30.1175684 
 00:54:16.39  +39:47:39.91       28.6230177       30.2225302 
 00:54:01.00  +39:46:41.32       28.0908459       29.0055836 
 00:54:00.65  +39:46:39.99       27.0464568       27.9285862 
 00:54:08.80  +39:47:10.88       29.1530177       30.7525302 
 00:54:13.26  +39:47:27.87       28.3015699       29.4445658 
 00:54:05.06  +39:46:56.62       28.2242546       29.3129034 
 00:54:05.93  +39:46:59.92       27.7657177       28.8652359 
 00:54:11.58  +39:47:21.30       29.1601220       29.8466014 
 00:54:14.99  +39:47:34.11       30.0196090       31.4452105 
 00:54:02.45  +39:46:46.35       28.5327916       29.6105709 
 00:54:07.05  +39:47:03.89       25.1562155       25.9622588 
 00:54:12.97  +39:47:26.30       29.1542546       30.2429034 
 00:54:12.67  +39:47:25.05       27.3525503       28.3542435 
 00:54:14.04  +39:47:30.24       28.9801068       30.1122333 
 00:54:16.85  +39:47:40.83       35.3675596       25.3367702 
 00:54:09.08  +39:47:11.28       28.7113285       29.7782384 
 00:54:01.98  +39:46:44.22       27.9988851       29.1962283 
 00:54:01.79  +39:46:43.46       29.8584176       30.4579415 
 00:54:10.29  +39:47:15.81       23.6443001       23.3960076 
 00:54:10.56  +39:47:16.78       22.6657480       22.8739720 
 00:54:15.22  +39:47:34.45       29.1013134       30.6138704 
 00:54:02.86  +39:46:47.36       29.2381460       30.6528780 
 00:54:03.13  +39:46:48.34       28.9308459       29.8455836 
 00:54:05.10  +39:46:55.85       28.5203481       29.7285607 
 00:54:05.12  +39:46:55.63       28.8993829       29.8032511 
 00:54:01.11  +39:46:40.18       28.8813285       29.9482384 
 00:54:10.80  +39:47:16.98       29.0552199       30.4482130 
 00:54:01.10  +39:46:39.92       30.1440285       30.7109441 
 00:54:02.62  +39:46:45.72       29.0415699       30.1845658 
 00:54:05.17  +39:46:55.26       29.3713285       30.4382384 
 00:54:02.85  +39:46:46.38       28.9184176       29.5179415 
 00:54:03.50  +39:46:48.76       26.8225351       28.2698754 
 00:54:07.17  +39:47:02.64       28.1025503       29.1042435 
 00:54:08.93  +39:47:09.27       28.8698655       29.9259059 
 00:54:05.35  +39:46:55.65       29.0559742       29.7859314 
 00:54:12.75  +39:47:23.74       29.0720676       29.9215887 
 00:54:13.33  +39:47:25.89       28.4164568       29.2985862 
 00:54:14.74  +39:47:31.10       29.3618112       30.5808932 
 00:54:02.26  +39:46:43.41       29.0020525       30.2972206 
 00:54:04.57  +39:46:52.05       28.8379047       30.1765506 
 00:54:07.12  +39:47:01.71       25.7847524       26.5799263 
 00:54:02.12  +39:46:42.67       28.4627916       29.5405709 
 00:54:09.59  +39:47:11.07       28.7701068       29.9022333 
 00:54:13.53  +39:47:26.06       28.6159590       29.7915633 
 00:54:02.43  +39:46:43.78       28.8018263       29.5752613 
 00:54:05.75  +39:46:56.32       28.7008459       29.6155836 
 00:54:16.02  +39:47:35.35       28.7342546       29.8229034 
 00:54:03.90  +39:46:49.19       28.4942546       29.5829034 
 00:54:09.60  +39:47:10.87       28.7654764       29.7889085 
 00:54:05.41  +39:46:54.85       28.7225503       29.7242435 
 00:54:01.63  +39:46:40.43       28.4886438       29.6099009 
 00:54:03.67  +39:46:48.10       28.5437569       29.9258805 
 00:54:15.13  +39:47:31.71       28.6813285       29.7482384 
 00:54:01.01  +39:46:37.88       26.7064568       27.5885862 
 00:54:12.21  +39:47:20.32       23.9528522       23.2480432 
 00:54:07.29  +39:47:01.56       29.1627916       30.2405709 
 00:54:07.86  +39:47:03.69       29.0115850       29.7089339 
 00:54:13.71  +39:47:25.93       28.4849786       29.8018856 
 00:54:11.29  +39:47:16.50       29.0215699       30.1645658 
 00:54:01.32  +39:46:38.47       28.4471656       30.0032003 
 00:54:02.11  +39:46:41.46       29.1237720       30.0602486 
 00:54:11.36  +39:47:16.57       28.9520525       30.2472206 
 00:54:12.31  +39:47:20.18       28.9049786       30.2218856 
 00:54:14.65  +39:47:29.02       27.8566981       28.8149136 
 00:54:10.38  +39:47:12.79       29.2274220       30.4138958 
 00:54:01.29  +39:46:38.06       28.8884025       29.9335735 
 00:54:09.61  +39:47:09.75       28.6352199       30.0282130 
 00:54:05.09  +39:46:52.47       29.0081460       30.4228780 
 00:54:01.71  +39:46:39.56       28.8486438       29.9699009 
 00:54:02.78  +39:46:43.65       29.6193980       30.0776192 
 00:54:14.92  +39:47:29.70       28.0796090       29.5052105 
 00:54:10.59  +39:47:13.18       28.2584025       29.3035735 
 00:54:01.15  +39:46:37.22       29.8120525       31.1072206 
 00:54:02.26  +39:46:41.46       28.8839982       30.3422079 
 00:54:08.25  +39:47:04.16       28.1218112       29.3408932 
 00:54:01.07  +39:46:36.73       28.2257177       29.3252359 
 00:54:15.64  +39:47:32.17       28.8493829       29.7532511 
 00:54:02.87  +39:46:43.25       29.1435155       30.4495531 
 00:54:11.63  +39:47:16.50       29.0247373       30.2655582 
 00:54:13.03  +39:47:21.78       28.6005894       29.8848881 
 00:54:07.95  +39:47:02.36       23.0015850       23.6989339 
 00:54:13.21  +39:47:22.38       29.1298655       30.1859059 
 00:54:13.29  +39:47:22.58       29.3498655       30.4059059 
 00:54:16.90  +39:47:36.28       22.9896242       23.9695785 
 00:54:10.48  +39:47:11.87       28.0469243       29.5268729 
 00:54:13.19  +39:47:22.11       28.3588699       30.0018602 
 00:54:04.72  +39:46:49.74       28.7791416       29.6069237 
 00:54:09.38  +39:47:07.33       25.7106046       26.5492562 
 00:54:06.90  +39:46:57.71       28.6657177       29.7652359 
 00:54:10.94  +39:47:13.06       30.4876785       31.3045912 
 00:54:03.97  +39:46:46.42       25.7240739       24.9540483 
 00:54:04.93  +39:46:50.07       25.7418263       26.5152613 
 00:54:14.89  +39:47:27.91       28.8371959       29.5019364 
 00:54:05.21  +39:46:51.00       29.0286438       30.1499009 
 00:54:10.57  +39:47:11.40       29.3242546       30.4129034 
 00:54:04.29  +39:46:47.35       28.2198655       29.2759059 
 00:54:10.94  +39:47:12.62       29.0625503       30.0642435 
 00:54:03.55  +39:46:44.42       29.3742698       30.0172715 
 00:54:07.96  +39:47:01.19       25.7671959       26.4319364 
 00:54:09.98  +39:47:08.89       28.2054764       29.2289085 
 00:54:07.74  +39:47:00.32       28.2440133       29.2565760 
 00:54:09.87  +39:47:08.41       25.7779198       26.6709187 
 00:54:12.13  +39:47:17.02       29.0320676       29.8815887 
 00:54:08.98  +39:47:04.93       28.8491416       29.6769237 
 00:54:02.75  +39:46:41.21       25.8486892       25.6330051 
 00:54:07.94  +39:47:00.77       28.2323090       29.1579161 
 00:54:02.59  +39:46:40.38       28.9110872       29.9019110 
 00:54:11.08  +39:47:12.62       28.8957177       29.9952359 
 00:54:16.06  +39:47:31.57       28.1637720       29.1002486 
 00:54:02.03  +39:46:38.15       28.2769394       29.3112410 
 00:54:01.33  +39:46:35.45       29.1840133       30.1965760 
 00:54:02.85  +39:46:41.20       29.6144960       30.7792308 
 00:54:01.99  +39:46:37.90       28.2591264       29.5325557 
 00:54:06.71  +39:46:55.71       28.7710872       29.7619110 
 00:54:14.99  +39:47:27.14       29.1576634       30.4202232 
 00:54:01.99  +39:46:37.57       28.5491264       29.8225557 
 00:54:04.88  +39:46:48.54       27.7040133       28.7165760 
 00:54:12.24  +39:47:16.34       29.2366981       30.1949136 
 00:54:03.78  +39:46:44.13       28.8074372       29.5482638 
 00:54:06.83  +39:46:55.72       28.9559438       30.5771952 
 00:54:10.37  +39:47:09.03       27.4423090       28.3679161 
 00:54:12.30  +39:47:16.29       28.6637720       29.6002486 
 00:54:08.31  +39:47:01.05       28.4542546       29.5429034 
 00:54:07.87  +39:46:59.33       28.3771807       29.4875684 
 00:54:09.17  +39:47:04.20       28.0898655       29.1459059 
 00:54:12.24  +39:47:15.88       27.1076634       28.3702232 
 00:54:03.42  +39:46:42.28       29.2281611       30.1972461 
 00:54:05.52  +39:46:50.27       29.0015547       30.5901978 
 00:54:09.79  +39:47:06.45       29.2576634       30.5202232 
 00:54:10.89  +39:47:10.63       28.7462003       29.9978907 
 00:54:05.55  +39:46:50.20       28.7920525       30.0872206 
 00:54:09.04  +39:47:03.41       28.9679198       29.8609187 
 00:54:15.58  +39:47:28.29       29.3788851       30.5762283 
 00:54:12.10  +39:47:15.06       28.6186286       30.1855328 
 00:54:13.55  +39:47:20.58       28.6293677       29.9788831 
 00:54:01.56  +39:46:34.91       27.3523544       26.9410203 
 00:54:05.26  +39:46:48.97       28.0618112       29.2808932 
 00:54:01.78  +39:46:35.69       26.8820676       27.7315887 
 00:54:15.49  +39:47:27.67       28.8496242       29.8295785 
 00:54:15.82  +39:47:28.88       29.0110872       30.0019110 
 00:54:09.66  +39:47:05.17       28.7498655       29.8059059 
 00:54:11.51  +39:47:12.24       28.7723090       29.6979161 
 00:54:16.98  +39:47:32.98       29.0169394       30.0512410 
 00:54:09.19  +39:47:03.33       29.6645111       30.3835989 
 00:54:09.13  +39:47:03.08       28.2784025       29.3235735 
 00:54:15.85  +39:47:28.50       28.2759590       29.4515633 
 00:54:17.07  +39:47:33.09       28.2640133       29.2765760 
 00:54:08.58  +39:47:00.81       28.8642546       29.9529034 
 00:54:05.29  +39:46:48.21       29.1162003       30.3678907 
 00:54:05.39  +39:46:48.57       27.3579198       28.2509187 
 00:54:13.92  +39:47:21.05       28.6679047       30.0065506 
 00:54:06.04  +39:46:51.02       28.8527916       29.9305709 
 00:54:10.51  +39:47:07.98       29.3830329       30.5368983 
 00:54:06.48  +39:46:52.41       28.5588851       29.7562283 
 00:54:07.20  +39:46:55.02       26.8823090       27.8079161 
 00:54:09.04  +39:47:01.99       28.6396242       29.6195785 
 00:54:05.37  +39:46:47.95       29.3032894       30.0875938 
 00:54:10.83  +39:47:08.61       29.2081611       30.1772461 
 00:54:03.74  +39:46:41.56       28.2562003       29.5078907 
 00:54:10.49  +39:47:07.22       28.6762003       29.9278907 
 00:54:01.76  +39:46:34.01       28.0976785       28.9145912 
 00:54:06.00  +39:46:50.13       23.9726261       22.7460839 
 00:54:04.15  +39:46:42.93       27.4018112       28.6208932 
 00:54:04.86  +39:46:45.50       28.0481611       29.0172461 
 00:54:07.43  +39:46:55.22       22.5833197       22.4763299 
 00:54:16.04  +39:47:27.95       28.1820676       29.0315887 
 00:54:15.27  +39:47:24.85       29.1106046       29.9492562 
 00:54:15.30  +39:47:24.95       29.1940133       30.2065760 
 00:54:15.35  +39:47:25.15       29.2664568       30.1485862 
 00:54:07.91  +39:46:56.75       28.5023090       29.4279161 
 00:54:06.70  +39:46:52.06       28.6744960       29.8392308 
 00:54:03.59  +39:46:39.99       28.8825503       29.8842435 
 00:54:03.14  +39:46:38.17       28.3886438       29.5099009 
 00:54:06.79  +39:46:51.94       29.1971807       30.3075684 
 00:54:14.60  +39:47:21.65       29.0832742       30.3132257 
 00:54:08.35  +39:46:57.65       26.4791870       25.9700280 
 00:54:15.01  +39:47:22.97       28.5891416       29.4169237 
 00:54:13.89  +39:47:18.63       28.1047373       29.3455582 
 00:54:14.21  +39:47:19.83       27.3788851       28.5762283 
 00:54:04.40  +39:46:42.51       28.8040133       29.8165760 
 00:54:02.29  +39:46:34.45       28.9661852       30.6635226 
 00:54:05.28  +39:46:45.77       29.0840133       30.0965760 
 00:54:12.19  +39:47:12.09       25.0125503       26.0142435 
 00:54:02.51  +39:46:35.19       28.5613285       29.6282384 
 00:54:04.74  +39:46:43.55       28.3789002       29.1305963 
 00:54:05.41  +39:46:46.09       28.7628067       29.3949390 
 00:54:12.08  +39:47:11.44       28.7957177       29.8952359 
 00:54:13.66  +39:47:17.39       29.0966829       30.5005455 
 00:54:08.57  +39:46:57.88       29.2525503       30.2542435 
 00:54:10.65  +39:47:05.76       29.0525351       30.4998754 
 00:54:13.28  +39:47:15.80       24.3474372       25.0882638 
 00:54:12.54  +39:47:12.91       29.1559590       30.3315633 
 00:54:01.23  +39:46:29.79       28.8949937       29.7662537 
 00:54:03.12  +39:46:36.89       28.9513285       30.0182384 
 00:54:11.93  +39:47:10.41       29.7757328       30.4296040 
 00:54:06.32  +39:46:48.96       29.1016002       29.3533020 
 00:54:05.78  +39:46:46.65       28.4605894       29.7448881 
 00:54:14.24  +39:47:18.71       29.3166829       30.7205455 
 00:54:11.73  +39:47:09.13       28.5547373       29.7955582 
 00:54:01.88  +39:46:31.63       27.0596242       28.0395785 
 00:54:06.11  +39:46:47.65       28.4510872       29.4419110 
 00:54:06.93  +39:46:50.71       28.9091264       30.1825557 
 00:54:14.77  +39:47:20.48       28.9181611       29.8872461 
 00:54:16.92  +39:47:28.65       24.6240133       25.6365760 
 00:54:15.89  +39:47:24.63       29.5540133       30.5665760 
 00:54:00.73  +39:46:26.85       28.8366829       30.2405455 
 00:54:05.64  +39:46:45.55       28.2966981       29.2549136 
 00:54:08.38  +39:46:56.03       28.2398655       29.2959059 
 00:54:03.37  +39:46:36.90       29.0684176       29.6679415 
 00:54:09.60  +39:47:00.60       27.7596090       29.1852105 
 00:54:13.56  +39:47:15.63       28.8344960       29.9992308 
 00:54:02.08  +39:46:31.81       27.5410721       28.9775430 
 00:54:03.72  +39:46:38.01       29.4279350       29.8752867 
 00:54:14.56  +39:47:19.25       28.1296242       29.1095785 
 00:54:07.60  +39:46:52.72       28.8266829       30.2305455 
 00:54:10.97  +39:47:05.53       28.5549786       29.8718856 
 00:54:02.78  +39:46:34.27       25.5020676       26.3515887 
 00:54:11.07  +39:47:05.81       29.2744960       30.4392308 
 00:54:09.96  +39:47:01.55       25.5574372       26.2982638 
 00:54:06.27  +39:46:47.46       29.4418263       30.2152613 
 00:54:03.77  +39:46:37.88       29.1925503       30.1942435 
 00:54:02.78  +39:46:34.02       28.6074220       29.7938958 
 00:54:07.55  +39:46:52.15       29.0396090       30.4652105 
 00:54:01.21  +39:46:27.97       28.6447373       29.8855582 
 00:54:08.27  +39:46:54.85       28.5479047       29.8865506 
 00:54:13.11  +39:47:13.18       29.3042698       29.9472715 
 00:54:05.72  +39:46:44.83       27.6910872       28.6819110 
 00:54:02.29  +39:46:31.77       28.9891416       29.8169237 
 00:54:12.75  +39:47:11.53       28.6603481       29.8685607 
 00:54:13.00  +39:47:12.44       23.6854764       24.7089085 
 00:54:13.97  +39:47:16.13       25.5229128       23.0355155 
 00:54:04.12  +39:46:38.55       29.3540133       30.3665760 
 00:54:05.54  +39:46:43.99       28.4744960       29.6392308 
 00:54:12.63  +39:47:10.96       28.5391264       29.8125557 
 00:54:13.00  +39:47:12.22       25.5720676       26.4215887 
 00:54:15.07  +39:47:20.11       29.0288851       30.2262283 
 00:54:11.19  +39:47:05.33       27.5523090       28.4779161 
 00:54:11.13  +39:47:05.05       29.1357177       30.2352359 
 00:54:15.13  +39:47:20.22       28.0276634       29.2902232 
 00:54:15.87  +39:47:23.05       29.2166981       30.1749136 
 00:54:00.92  +39:46:26.11       24.9632894       25.7475938 
 00:54:14.15  +39:47:16.41       29.1159893       29.4002994 
 00:54:05.82  +39:46:44.72       28.6847524       29.4799263 
 00:54:05.35  +39:46:42.90       29.2393829       30.1432511 
 00:54:08.51  +39:46:54.80       29.4332894       30.2175938 
 00:54:01.03  +39:46:26.27       29.3118112       30.5308932 
 00:54:09.17  +39:46:57.23       28.4232742       29.6532257 
 00:54:04.35  +39:46:38.76       29.4125503       30.4142435 
 00:54:16.78  +39:47:26.03       28.3515699       29.4945658 
 00:54:17.12  +39:47:27.33       29.2459438       30.8671952 
 00:54:05.74  +39:46:44.01       27.8284025       28.8735735 
 00:54:09.04  +39:46:56.56       29.7521131       29.2646929 
 00:54:09.16  +39:46:56.96       29.5054764       30.5289085 
 00:54:12.56  +39:47:09.89       29.0225503       30.0242435 
 00:54:14.38  +39:47:16.81       26.9606046       27.7992562 
 00:54:14.31  +39:47:16.46       28.2366981       29.1949136 
 00:54:16.16  +39:47:23.42       28.8552199       30.2482130 
 00:54:08.08  +39:46:52.52       30.1525806       30.2629797 
 00:54:14.24  +39:47:15.86       28.5532742       29.7832257 
 00:54:01.93  +39:46:28.94       29.3120525       30.6072206 
 00:54:04.93  +39:46:40.30       28.8613285       29.9282384 
 00:54:01.53  +39:46:27.28       28.4483873       29.9392054 
 00:54:05.47  +39:46:42.32       29.0796242       30.0595785 
 00:54:12.51  +39:47:09.09       29.2501220       29.9366014 
 00:54:10.27  +39:47:00.55       29.3581611       30.3272461 
 00:54:16.40  +39:47:23.85       29.2052351       30.1525811 
 00:54:04.24  +39:46:37.53       28.9547373       30.1955582 
 00:54:10.96  +39:47:02.93       28.1240133       29.1365760 
 00:54:12.74  +39:47:09.68       28.1315699       29.2745658 
 00:54:04.20  +39:46:37.09       28.3630329       29.5168983 
 00:54:12.82  +39:47:09.69       28.3754764       29.3989085 
 00:54:04.84  +39:46:39.29       28.7462003       29.9978907 
 00:54:09.91  +39:46:58.56       28.7035155       30.0095531 
 00:54:05.43  +39:46:41.49       28.5584025       29.6035735 
 00:54:07.93  +39:46:51.00       26.6808459       27.5955836 
 00:54:03.31  +39:46:33.19       29.0598503       30.5615379 
 00:54:09.76  +39:46:57.62       29.2171807       30.3275684 
 00:54:10.93  +39:47:02.05       27.4993829       28.4032511 
 00:54:10.91  +39:47:01.90       29.8236216       28.0101296 
 00:54:14.95  +39:47:17.31       28.0749786       29.3918856 
 00:54:03.09  +39:46:32.15       28.9023090       29.8279161 
 00:54:04.81  +39:46:38.68       28.5962003       29.8478907 
 00:54:13.88  +39:47:13.21       29.4315699       30.5745658 
 00:54:12.01  +39:47:06.03       28.8744960       30.0392308 
 00:54:04.20  +39:46:36.30       28.1574372       28.8982638 
 00:54:05.79  +39:46:42.35       28.1037569       29.4858805 
 00:54:10.80  +39:47:01.39       29.0386438       30.1599009 
 00:54:16.08  +39:47:21.39       28.3771807       29.4875684 
 00:54:09.74  +39:46:57.22       28.1810872       29.1719110 
 00:54:16.77  +39:47:23.87       28.3376634       29.6002232 
 00:54:08.61  +39:46:52.76       28.8237720       29.7602486 
 00:54:09.00  +39:46:54.23       28.7105894       29.9948881 
 00:54:09.32  +39:46:55.44       28.6047373       29.8455582 
 00:54:11.57  +39:47:03.83       29.4264568       30.3085862 
 00:54:04.07  +39:46:35.26       28.1669394       29.2012410 
 00:54:15.63  +39:47:19.24       28.4666829       29.8705455 
 00:54:03.79  +39:46:34.15       29.4354612       30.9045404 
 00:54:03.32  +39:46:32.34       28.9674069       30.5995277 
 00:54:02.29  +39:46:28.37       26.6006046       27.4392562 
 00:54:12.35  +39:47:06.70       28.2042546       29.2929034 
 00:54:10.01  +39:46:57.75       29.0298655       30.0859059 
 00:54:10.58  +39:46:59.90       28.3684025       29.4135735 
 00:54:13.27  +39:47:10.13       28.8084025       29.8535735 
 00:54:04.66  +39:46:37.32       29.0601068       30.1922333 
 00:54:01.92  +39:46:26.79       28.3644960       29.5292308 
 00:54:06.61  +39:46:44.54       28.4101068       29.5422333 
 00:54:11.43  +39:47:02.82       29.0137720       29.9502486 
 00:54:11.74  +39:47:03.90       29.1049786       30.4218856 
 00:54:06.57  +39:46:44.06       28.8279198       29.7209187 
 00:54:05.65  +39:46:40.40       28.3810872       29.3719110 
 00:54:11.41  +39:47:02.33       28.6213285       29.6882384 
 00:54:12.34  +39:47:05.86       28.2493829       29.1532511 
 00:54:11.82  +39:47:03.83       28.5974220       29.7838958 
 00:54:04.11  +39:46:34.45       29.0657177       30.1652359 
 00:54:09.60  +39:46:55.35       28.9542546       30.0429034 
 00:54:09.38  +39:46:54.48       28.9274220       30.1138958 
 00:54:07.16  +39:46:45.99       27.8896242       28.8695785 
 00:54:06.51  +39:46:43.43       28.7442546       29.8329034 
 00:54:15.01  +39:47:15.66       28.6054764       29.6289085 
 00:54:12.52  +39:47:06.22       29.2935307       30.1539212 
 00:54:16.26  +39:47:20.37       29.1681611       30.1372461 
 00:54:07.54  +39:46:47.11       27.3330329       28.4868983 
 00:54:05.73  +39:46:40.19       26.8879198       27.7809187 
 00:54:10.37  +39:46:57.76       28.8627764       30.3862028 
 00:54:01.90  +39:46:25.40       28.6271656       30.1832003 
 00:54:02.59  +39:46:28.05       28.6113437       29.2326065 
 00:54:15.88  +39:47:18.58       25.7274372       26.4682638 
 00:54:14.91  +39:47:14.83       28.4979198       29.3909187 
 00:54:14.73  +39:47:14.07       28.1954764       29.2189085 
 00:54:03.87  +39:46:32.62       26.2876785       27.1045912 
 00:54:08.62  +39:46:50.67       28.7006046       29.5392562 
 00:54:06.69  +39:46:43.28       28.2425503       29.2442435 
 00:54:15.06  +39:47:15.09       29.0840133       30.0965760 
 00:54:15.79  +39:47:17.90       28.0805894       29.3648881 
