          RA           DEC             R062             Z087 
 00.49.05.66  +40.18.15.56       28.6686438       29.7899009 
 00.49.07.40  +40.17.49.96       28.1476634       29.4102232 
 00.49.04.73  +40.18.29.08       28.7603481       29.9685607 
 00.49.09.20  +40.17.23.51       28.3376634       29.6002232 
 00.49.11.23  +40.16.53.76       29.1115699       30.2545658 
 00.49.10.90  +40.16.58.66       29.0898655       30.1459059 
 00.49.06.06  +40.18.09.50       28.9493829       29.8532511 
 00.49.09.18  +40.17.23.70       29.3347524       30.1299263 
 00.49.03.34  +40.18.49.21       28.6122938       29.9835480 
 00.49.04.39  +40.18.33.82       28.3449786       29.6618856 
 00.49.05.33  +40.18.19.97       28.8088851       30.0062283 
 00.49.06.39  +40.18.04.57       29.1030481       29.8112664 
 00.49.06.92  +40.17.56.69       28.2869394       29.3212410 
 00.49.06.98  +40.17.55.93       29.0544960       30.2192308 
 00.49.08.01  +40.17.40.67       28.9159590       30.0915633 
 00.49.09.22  +40.17.23.08       28.9654764       29.9889085 
 00.49.11.04  +40.16.56.30       28.8644960       30.0292308 
 00.49.10.65  +40.17.02.04       28.0037720       28.9402486 
 00.49.04.76  +40.18.28.32       29.4447524       30.2399263 
 00.49.07.34  +40.17.50.48       28.8822938       30.2535480 
 00.49.01.98  +40.19.08.84       28.7776634       30.0402232 
 00.49.02.51  +40.19.01.08       29.2530329       30.4068983 
 00.49.05.21  +40.18.21.49       29.5425503       30.5442435 
 00.49.06.71  +40.17.59.58       28.4213285       29.4882384 
 00.49.06.74  +40.17.59.22       29.5057328       30.1596040 
 00.49.02.66  +40.18.58.87       28.2906046       29.1292562 
 00.49.04.91  +40.18.25.96       29.1679047       30.5065506 
 00.49.05.86  +40.18.11.93       29.3535458       29.7682893 
 00.49.09.19  +40.17.23.18       28.3771807       29.4875684 
 00.49.01.67  +40.19.13.31       28.5391264       29.8125557 
 00.49.03.43  +40.18.47.50       28.3142546       29.4029034 
 00.49.09.52  +40.17.18.34       28.0118112       29.2308932 
 00.49.10.36  +40.17.05.94       28.6825503       29.6842435 
 00.49.03.64  +40.18.44.46       28.0735307       28.9339212 
 00.49.07.83  +40.17.43.02       28.9164416       30.2442181 
 00.49.10.26  +40.17.07.47       28.4386438       29.5599009 
 00.49.10.94  +40.16.57.34       29.0201068       30.1522333 
 00.49.12.23  +40.16.38.48       29.1530329       30.3068983 
 00.49.02.12  +40.19.06.57       28.1574220       29.3438958 
 00.49.02.97  +40.18.54.11       29.1859590       30.3615633 
 00.49.03.87  +40.18.40.82       27.9637720       28.9002486 
 00.49.07.28  +40.17.50.95       29.2079198       30.1009187 
 00.49.11.17  +40.16.54.02       28.9130329       30.0668983 
 00.49.03.70  +40.18.43.34       29.5420525       30.8372206 
 00.49.07.25  +40.17.51.41       27.4596242       28.4395785 
 00.49.11.51  +40.16.48.84       27.4627916       28.5405709 
 00.49.04.25  +40.18.35.24       28.8401068       29.9722333 
 00.49.04.57  +40.18.30.46       28.3854764       29.4089085 
 00.49.06.94  +40.17.55.84       28.1306046       28.9692562 
 00.49.11.91  +40.16.43.07       28.3215850       29.0189339 
 00.49.06.74  +40.17.58.78       27.6208459       28.5355836 
 00.49.10.78  +40.16.59.53       26.3235307       27.1839212 
 00.49.02.38  +40.19.02.46       29.6335307       30.4939212 
 00.49.06.00  +40.18.09.43       28.8615699       30.0045658 
 00.49.10.29  +40.17.06.62       28.9608459       29.8755836 
 00.49.04.07  +40.18.37.66       28.5169394       29.5512410 
 00.49.09.75  +40.17.14.51       28.6459590       29.8215633 
 00.49.10.86  +40.16.58.32       27.8191416       28.6469237 
 00.49.03.71  +40.18.42.95       27.6013285       28.6682384 
 00.49.07.59  +40.17.46.06       28.8035155       30.1095531 
 00.49.02.42  +40.19.01.74       29.1052351       30.0525811 
 00.49.04.21  +40.18.35.45       28.9418263       29.7152613 
 00.49.10.92  +40.16.57.26       28.3635307       29.2239212 
 00.49.06.35  +40.18.04.16       28.6127916       29.6905709 
 00.49.07.77  +40.17.43.31       29.7433045       30.0819619 
 00.49.11.32  +40.16.51.26       28.0944960       29.2592308 
 00.49.06.37  +40.18.03.85       28.3337720       29.2702486 
 00.49.10.31  +40.17.06.12       29.1676634       30.4302232 
 00.49.12.11  +40.16.39.60       28.5340133       29.5465760 
 00.49.07.03  +40.17.53.97       29.3191416       30.1469237 
 00.49.08.47  +40.17.32.93       29.1654764       30.1889085 
 00.49.11.37  +40.16.50.34       28.8015699       29.9445658 
 00.49.05.09  +40.18.22.36       28.4540133       29.4665760 
 00.49.07.78  +40.17.42.94       28.1444960       29.3092308 
 00.49.02.99  +40.18.52.93       29.3535307       30.2139212 
 00.49.01.78  +40.19.10.67       28.2074220       29.3938958 
 00.49.03.07  +40.18.51.70       29.0286438       30.1499009 
 00.49.06.60  +40.18.00.05       28.3598655       29.4159059 
 00.49.09.28  +40.17.20.84       28.8654764       29.8889085 
 00.49.03.37  +40.18.47.28       28.6223090       29.5479161 
 00.49.07.77  +40.17.42.84       29.4130481       30.1212664 
 00.49.05.38  +40.18.17.85       28.3866981       29.3449136 
 00.49.09.48  +40.17.17.69       28.8052351       29.7525811 
 00.49.09.81  +40.17.12.93       29.6372414       28.9650407 
 00.49.03.43  +40.18.46.26       29.2815699       30.4245658 
 00.49.03.70  +40.18.42.38       26.3108459       27.2255836 
 00.49.10.93  +40.16.56.49       29.0364568       29.9185862 
 00.49.09.43  +40.17.18.29       28.4930329       29.6468983 
 00.49.11.05  +40.16.54.64       28.3491264       29.6225557 
 00.49.04.00  +40.18.37.84       28.1227916       29.2005709 
 00.49.09.16  +40.17.22.28       28.5603633       29.3229288 
 00.49.10.23  +40.17.06.56       29.2020525       30.4972206 
 00.49.07.59  +40.17.45.17       28.9732894       29.7575938 
 00.49.03.22  +40.18.49.14       29.1949786       30.5118856 
 00.49.07.73  +40.17.43.02       28.4386438       29.5599009 
 00.49.09.81  +40.17.12.47       28.1898655       29.2459059 
 00.49.09.86  +40.17.11.70       28.1852351       29.1325811 
 00.49.07.01  +40.17.53.54       28.6544960       29.8192308 
 00.49.07.79  +40.17.42.01       21.3203936       21.1916650 
 00.49.10.50  +40.17.02.34       27.6547373       28.8955582 
 00.49.04.29  +40.18.33.18       28.9149786       30.2318856 
 00.49.06.89  +40.17.55.12       28.0293829       28.9332511 
 00.49.02.13  +40.19.04.79       28.6784025       29.7235735 
 00.49.10.08  +40.17.08.40       24.8359742       25.5659314 
 00.49.04.35  +40.18.32.21       29.0966981       30.0549136 
 00.49.07.10  +40.17.51.95       28.9218263       29.6952613 
 00.49.12.14  +40.16.38.05       29.3488851       30.5462283 
 00.49.03.76  +40.18.40.85       28.5037720       29.4402486 
 00.49.07.54  +40.17.45.38       27.6930329       28.8468983 
 00.49.02.00  +40.19.06.53       27.1305894       28.4148881 
 00.49.02.95  +40.18.52.59       28.6347373       29.8755582 
 00.49.03.87  +40.18.39.05       28.1727916       29.2505709 
 00.49.06.05  +40.18.07.16       28.4486438       29.5699009 
 00.49.05.66  +40.18.12.87       28.6159590       29.7915633 
 00.49.06.80  +40.17.56.13       28.9018263       29.6752613 
 00.49.08.48  +40.17.31.51       28.2627916       29.3405709 
 00.49.08.52  +40.17.30.86       27.4320676       28.2815887 
 00.49.08.62  +40.17.29.36       29.0366981       29.9949136 
 00.49.02.96  +40.18.52.21       28.8764416       30.2042181 
 00.49.03.12  +40.18.49.78       28.2166981       29.1749136 
 00.49.09.93  +40.17.10.13       28.6854764       29.7089085 
 00.49.04.67  +40.18.27.04       28.5274220       29.7138958 
 00.49.08.58  +40.17.29.74       28.5315699       29.6745658 
 00.49.09.76  +40.17.12.41       29.3842546       30.4729034 
 00.49.11.39  +40.16.48.61       28.4074220       29.5938958 
 00.49.02.81  +40.18.54.05       29.0744960       30.2392308 
 00.49.02.85  +40.18.53.44       28.4715547       30.0601978 
 00.49.03.17  +40.18.48.76       29.2454612       30.7145404 
 00.49.03.25  +40.18.47.55       28.8879047       30.2265506 
 00.49.07.26  +40.17.48.84       25.0762155       25.8822588 
 00.49.06.64  +40.17.57.83       28.7662155       29.5722588 
 00.49.09.01  +40.17.23.19       28.4484025       29.4935735 
 00.49.09.87  +40.17.10.49       29.1025503       30.1042435 
 00.49.11.28  +40.16.49.93       29.2330481       29.9412664 
 00.49.02.71  +40.18.55.30       29.4845111       30.2035989 
 00.49.07.42  +40.17.46.36       30.0540285       30.6209441 
 00.49.10.76  +40.16.57.43       28.7501220       29.4366014 
 00.49.05.30  +40.18.17.34       28.9635155       30.2695531 
 00.49.11.81  +40.16.42.07       28.8742546       29.9629034 
 00.49.02.69  +40.18.55.60       28.6342546       29.7229034 
 00.49.05.76  +40.18.10.51       28.9791264       30.2525557 
 00.49.07.17  +40.17.49.88       24.5562913       23.1340991 
 00.49.08.00  +40.17.37.79       28.9827916       30.0605709 
 00.49.09.12  +40.17.21.33       28.9915699       30.1345658 
 00.49.09.40  +40.17.17.17       29.7189002       30.4705963 
 00.49.10.33  +40.17.03.62       29.2969243       30.7768729 
 00.49.09.42  +40.17.16.84       27.9330329       29.0868983 
 00.49.12.23  +40.16.35.62       24.3860045       24.2246675 
 00.49.01.83  +40.19.07.95       29.4630481       30.1712664 
 00.49.09.16  +40.17.20.59       28.4947373       29.7355582 
 00.49.11.53  +40.16.45.87       29.2730329       30.4268983 
 00.49.04.78  +40.18.24.68       28.5625351       30.0098754 
 00.49.07.68  +40.17.42.23       27.5723090       28.4979161 
 00.49.03.80  +40.18.39.04       29.1649937       30.0362537 
 00.49.05.79  +40.18.09.90       26.9871807       28.0975684 
 00.49.10.09  +40.17.06.89       28.7813285       29.8482384 
 00.49.01.49  +40.19.12.77       30.1608459       31.0755836 
 00.49.04.56  +40.18.27.78       29.2988851       30.4962283 
 00.49.06.51  +40.17.59.23       28.3852351       29.3325811 
 00.49.05.38  +40.18.15.74       29.5569394       30.5912410 
 00.49.05.72  +40.18.10.82       28.3488851       29.5462283 
 00.49.09.68  +40.17.12.81       27.9403481       29.1485607 
 00.49.03.61  +40.18.41.62       28.9679198       29.8609187 
 00.49.02.01  +40.19.04.95       29.5947221       31.2811901 
 00.49.04.50  +40.18.28.47       28.9827916       30.0605709 
 00.49.09.24  +40.17.19.09       29.1315699       30.2745658 
 00.49.04.81  +40.18.23.97       29.0357177       30.1352359 
 00.49.07.38  +40.17.46.35       28.8159590       29.9915633 
 00.49.02.68  +40.18.54.98       28.0186438       29.1399009 
 00.49.08.88  +40.17.24.20       28.8359590       30.0115633 
 00.49.09.74  +40.17.11.65       29.0947373       30.3355582 
 00.49.09.96  +40.17.08.48       29.0771807       30.1875684 
 00.49.10.86  +40.16.55.20       28.5608459       29.4755836 
 00.49.04.76  +40.18.24.53       28.6993677       30.0488831 
 00.49.02.28  +40.19.00.72       28.7920525       30.0872206 
 00.49.04.77  +40.18.24.18       28.2698655       29.3259059 
 00.49.09.06  +40.17.21.26       29.4274220       30.6138958 
 00.49.10.22  +40.17.04.27       25.5949937       26.4662537 
 00.49.01.57  +40.19.10.95       26.5910721       28.0275430 
 00.49.02.28  +40.19.00.50       29.6132742       30.8432257 
 00.49.05.25  +40.18.17.05       28.1937569       29.5758805 
 00.49.06.06  +40.18.05.10       28.6657177       29.7652359 
 00.49.11.29  +40.16.48.57       29.5035307       30.3639212 
 00.49.08.56  +40.17.28.46       28.0852351       29.0325811 
 00.49.09.95  +40.17.08.18       29.2676785       30.0845912 
 00.49.04.51  +40.18.27.68       28.1588851       29.3562283 
 00.49.08.12  +40.17.34.88       27.5232742       28.7532257 
 00.49.10.84  +40.16.54.97       28.0310872       29.0219110 
 00.49.03.35  +40.18.44.65       29.7237720       30.6602486 
 00.49.08.69  +40.17.26.44       27.9547373       29.1955582 
 00.49.04.98  +40.18.20.68       27.0035307       27.8639212 
 00.49.11.90  +40.16.39.36       28.3876634       29.6502232 
 00.49.04.37  +40.18.29.62       28.2454764       29.2689085 
 00.49.04.62  +40.18.26.00       29.3415850       30.0389339 
 00.49.11.68  +40.16.42.56       28.2032742       29.4332257 
 00.49.05.54  +40.18.12.45       25.4132894       26.1975938 
 00.49.06.35  +40.18.00.57       29.5027916       30.5805709 
 00.49.08.37  +40.17.30.92       28.1171807       29.2275684 
 00.49.09.09  +40.17.20.41       29.4040133       30.4165760 
 00.49.05.62  +40.18.11.06       28.9420676       29.7915887 
 00.49.03.27  +40.18.45.42       28.9188851       30.1162283 
 00.49.07.72  +40.17.40.11       29.3405894       30.6248881 
 00.49.03.17  +40.18.46.62       28.6881611       29.6572461 
 00.49.09.22  +40.17.18.12       28.5418112       29.7608932 
 00.49.05.75  +40.18.08.85       27.7979198       28.6909187 
 00.49.05.88  +40.18.06.96       28.6310872       29.6219110 
 00.49.05.24  +40.18.16.34       28.3754764       29.3989085 
 00.49.07.39  +40.17.44.79       28.1105894       29.3948881 
 00.49.10.54  +40.16.58.66       28.8786438       29.9999009 
 00.49.11.90  +40.16.38.76       26.4062155       27.2122588 
 00.49.04.66  +40.18.24.77       26.8606046       27.6992562 
 00.49.06.57  +40.17.56.70       27.8006501       27.3023604 
 00.49.02.27  +40.18.59.60       28.6393829       29.5432511 
 00.49.07.61  +40.17.41.48       28.7439982       30.2022079 
 00.49.09.32  +40.17.16.37       28.3693829       29.2732511 
 00.49.09.47  +40.17.14.18       28.8918112       30.1108932 
 00.49.03.27  +40.18.44.91       26.8166981       27.7749136 
 00.49.09.00  +40.17.21.04       28.4984025       29.5435735 
 00.49.09.84  +40.17.08.65       29.3362003       30.5878907 
 00.49.04.40  +40.18.28.24       29.2964416       30.6242181 
 00.49.04.53  +40.18.26.42       28.7788851       29.9762283 
 00.49.06.68  +40.17.54.91       29.5164568       30.3985862 
 00.49.09.83  +40.17.08.81       29.0449786       30.3618856 
 00.49.09.91  +40.17.07.64       29.2806046       30.1192562 
 00.49.04.45  +40.18.27.53       27.7662155       28.5722588 
 00.49.07.64  +40.17.40.77       26.5796242       27.5595785 
 00.49.10.38  +40.17.00.60       29.3442546       30.4329034 
 00.49.07.53  +40.17.42.25       28.9627916       30.0405709 
 00.49.02.09  +40.19.01.91       29.2864568       30.1685862 
 00.49.06.53  +40.17.56.96       29.2679198       30.1609187 
 00.49.07.46  +40.17.43.21       27.0108459       27.9255836 
 00.49.07.49  +40.17.42.78       28.5649937       29.4362537 
 00.49.08.57  +40.17.26.94       28.9671807       30.0775684 
 00.49.11.95  +40.16.37.39       29.1525351       30.5998754 
 00.49.06.96  +40.17.50.27       28.8918415       29.2196294 
 00.49.09.20  +40.17.17.52       28.9203481       30.1285607 
 00.49.11.66  +40.16.41.42       29.3274372       30.0682638 
 00.49.01.77  +40.19.06.23       28.9808459       29.8955836 
 00.49.02.69  +40.18.52.78       28.8671807       29.9775684 
 00.49.07.65  +40.17.40.05       29.7703936       29.6416650 
 00.49.11.94  +40.16.37.19       29.0479198       29.9409187 
 00.49.06.29  +40.17.59.84       27.9766981       28.9349136 
 00.49.07.96  +40.17.35.44       29.1532742       30.3832257 
 00.49.05.62  +40.18.09.75       27.8154612       29.2845404 
 00.49.03.14  +40.18.45.86       28.6986438       29.8199009 
 00.49.05.86  +40.18.06.08       29.0647524       29.8599263 
 00.49.07.97  +40.17.35.17       29.6162155       30.4222588 
 00.49.02.88  +40.18.49.61       28.5115699       29.6545658 
 00.49.06.93  +40.17.50.41       28.8069394       29.8412410 
 00.49.07.70  +40.17.39.09       29.1396090       30.5652105 
 00.49.01.94  +40.19.03.32       28.3320525       29.6272206 
 00.49.03.77  +40.18.36.65       28.1525503       29.1542435 
 00.49.06.23  +40.18.00.59       28.8286438       29.9499009 
 00.49.06.78  +40.17.52.44       29.0896090       30.5152105 
 00.49.05.06  +40.18.17.58       28.9488851       30.1462283 
 00.49.08.43  +40.17.28.12       29.1866981       30.1449136 
 00.49.02.59  +40.18.53.59       28.2359590       29.4115633 
 00.49.07.42  +40.17.42.91       28.5335307       29.3939212 
 00.49.01.96  +40.19.02.77       26.7891416       27.6169237 
 00.49.02.80  +40.18.50.45       28.9166981       29.8749136 
 00.49.05.18  +40.18.15.64       28.8484025       29.8935735 
 00.49.04.44  +40.18.26.47       28.7154764       29.7389085 
 00.49.07.33  +40.17.44.10       28.3784025       29.4235735 
 00.49.08.96  +40.17.20.14       28.8669697       29.0099771 
 00.49.10.58  +40.16.56.41       28.0279198       28.9209187 
 00.49.05.70  +40.18.07.82       28.8779198       29.7709187 
 00.49.10.87  +40.16.52.11       28.9293829       29.8332511 
 00.49.11.11  +40.16.48.52       28.9103633       29.6729288 
 00.49.02.82  +40.18.49.97       29.2440133       30.2565760 
 00.49.07.88  +40.17.35.77       28.5076634       29.7702232 
 00.49.08.29  +40.17.29.82       29.1035155       30.4095531 
 00.49.08.36  +40.17.28.85       28.0271807       29.1375684 
 00.49.09.30  +40.17.15.05       28.2703481       29.4785607 
 00.49.08.39  +40.17.28.29       28.1223090       29.0479161 
 00.49.09.74  +40.17.08.42       28.6125503       29.6142435 
 00.49.09.78  +40.17.07.92       29.4206046       30.2592562 
 00.49.04.64  +40.18.23.18       29.0627916       30.1405709 
 00.49.06.20  +40.18.00.22       29.4303481       30.6385607 
 00.49.04.01  +40.18.32.29       28.6823090       29.6079161 
 00.49.05.20  +40.18.14.94       28.3364568       29.2185862 
 00.49.10.94  +40.16.50.76       28.9506046       29.7892562 
 00.49.11.28  +40.16.45.80       29.0254764       30.0489085 
 00.49.03.35  +40.18.41.88       28.8157177       29.9152359 
 00.49.04.15  +40.18.30.14       29.2064416       30.5342181 
 00.49.04.66  +40.18.22.75       28.8625503       29.8642435 
 00.49.09.65  +40.17.09.60       28.6145111       29.3335989 
 00.49.03.57  +40.18.38.52       29.3757177       30.4752359 
 00.49.05.94  +40.18.03.84       28.2501068       29.3822333 
 00.49.01.82  +40.19.04.20       29.2006046       30.0392562 
 00.49.02.42  +40.18.55.36       29.3510872       30.3419110 
 00.49.06.22  +40.17.59.76       29.3947676       29.7442943 
 00.49.10.59  +40.16.55.65       27.9310872       28.9219110 
 00.49.10.92  +40.16.50.87       28.1566981       29.1149136 
 00.49.03.78  +40.18.35.32       29.1323090       30.0579161 
 00.49.11.85  +40.16.37.21       27.9452351       28.8925811 
 00.49.01.23  +40.19.12.67       28.9352502       29.4369492 
 00.49.10.43  +40.16.57.83       29.1786438       30.2999009 
 00.49.02.84  +40.18.48.95       28.2901068       29.4222333 
 00.49.06.27  +40.17.58.74       28.3493829       29.2532511 
 00.49.08.56  +40.17.25.26       28.2737720       29.2102486 
 00.49.07.01  +40.17.47.81       29.4489002       30.2005963 
 00.49.10.66  +40.16.54.44       28.9789002       29.7305963 
 00.49.10.71  +40.16.53.69       29.0820676       29.9315887 
 00.49.02.01  +40.19.01.06       28.8393677       30.1888831 
 00.49.09.20  +40.17.15.73       27.9691416       28.7969237 
 00.49.07.92  +40.17.34.47       28.7298655       29.7859059 
 00.49.09.79  +40.17.07.12       29.5218112       30.7408932 
 00.49.01.91  +40.19.02.44       28.8198503       30.3215379 
 00.49.03.43  +40.18.40.17       29.1403633       29.9029288 
 00.49.07.24  +40.17.44.22       26.9776785       27.7945912 
 00.49.07.45  +40.17.41.21       26.6266981       27.5849136 
 00.49.06.93  +40.17.48.67       28.6554764       29.6789085 
 00.49.01.56  +40.19.07.22       27.4966981       28.4549136 
 00.49.03.01  +40.18.46.02       29.2371807       30.3475684 
 00.49.09.74  +40.17.07.53       28.5596242       29.5395785 
 00.49.04.35  +40.18.26.35       28.6688851       29.8662283 
 00.49.07.93  +40.17.34.03       29.2223090       30.1479161 
 00.49.08.66  +40.17.23.27       26.4462155       27.2522588 
 00.49.01.57  +40.19.07.05       29.0976785       29.9145912 
 00.49.11.64  +40.16.39.56       29.5203481       30.7285607 
 00.49.05.60  +40.18.08.02       29.2937569       30.6758805 
 00.49.05.09  +40.18.15.42       28.9891264       30.2625557 
 00.49.11.54  +40.16.41.00       29.0496242       30.0295785 
 00.49.01.88  +40.19.02.40       29.1927916       30.2705709 
 00.49.04.42  +40.18.25.13       28.2308459       29.1455836 
 00.49.06.03  +40.18.01.63       27.9606046       28.7992562 
 00.49.02.10  +40.18.59.06       25.4835307       26.3439212 
 00.49.09.62  +40.17.09.00       27.7437720       28.6802486 
 00.49.11.82  +40.16.36.80       27.9113285       28.9782384 
 00.49.07.05  +40.17.46.53       29.0606046       29.8992562 
 00.49.07.88  +40.17.34.37       27.2391416       28.0669237 
 00.49.05.10  +40.18.15.03       23.3737872       23.8646167 
 00.49.08.20  +40.17.29.68       28.7749786       30.0918856 
 00.49.03.26  +40.18.42.02       28.1044960       29.2692308 
 00.49.03.49  +40.18.38.66       27.3725503       28.3742435 
 00.49.08.06  +40.17.31.62       28.2798655       29.3359059 
 00.49.08.68  +40.17.22.63       28.7984025       29.8435735 
 00.49.08.70  +40.17.22.33       29.5457328       30.1996040 
 00.49.06.07  +40.18.00.77       29.0793829       29.9832511 
 00.49.02.29  +40.18.56.03       28.7754612       30.2445404 
 00.49.11.77  +40.16.37.14       28.5501068       29.6822333 
 00.49.06.61  +40.17.52.62       28.0427916       29.1205709 
 00.49.04.19  +40.18.28.09       28.3857177       29.4852359 
 00.49.05.25  +40.18.12.45       28.6242546       29.7129034 
 00.49.07.40  +40.17.41.10       28.1830329       29.3368983 
 00.49.09.05  +40.17.16.82       29.1374372       29.8782638 
 00.49.10.15  +40.17.00.82       29.4381611       30.4072461 
 00.49.04.24  +40.18.27.22       27.0852351       28.0325811 
 00.49.08.42  +40.17.26.08       29.3503633       30.1129288 
 00.49.10.51  +40.16.55.38       29.2501220       29.9366014 
 00.49.01.21  +40.19.11.54       27.8620525       29.1572206 
 00.49.09.22  +40.17.14.14       28.4930329       29.6468983 
 00.49.03.82  +40.18.33.26       29.5466981       30.5049136 
 00.49.02.38  +40.18.54.15       29.4920676       30.3415887 
 00.49.04.52  +40.18.22.92       28.1125503       29.1142435 
 00.49.03.49  +40.18.38.01       29.1444960       30.3092308 
 00.49.07.39  +40.17.40.87       28.0910872       29.0819110 
 00.49.09.18  +40.17.14.58       26.3323090       27.2579161 
 00.49.02.07  +40.18.58.70       28.6881611       29.6572461 
 00.49.07.65  +40.17.36.94       26.9674220       28.1538958 
 00.49.07.50  +40.17.39.05       29.1603481       30.3685607 
 00.49.09.52  +40.17.09.52       28.5740133       29.5865760 
 00.49.11.65  +40.16.38.30       29.0269394       30.0612410 
 00.49.07.96  +40.17.32.33       30.2986589       30.9742689 
 00.49.11.21  +40.16.44.72       28.5979198       29.4909187 
 00.49.01.20  +40.19.11.25       29.2769394       30.3112410 
 00.49.01.32  +40.19.09.48       28.0854764       29.1089085 
 00.49.02.49  +40.18.52.29       28.5210872       29.5119110 
 00.49.10.31  +40.16.57.91       29.0476634       30.3102232 
 00.49.05.41  +40.18.09.51       28.9871656       30.5432003 
 00.49.10.49  +40.16.55.22       28.7388851       29.9362283 
 00.49.04.38  +40.18.24.61       28.9201068       30.0522333 
 00.49.10.86  +40.16.49.57       28.7484025       29.7935735 
 00.49.10.89  +40.16.49.24       28.5296242       29.5095785 
 00.49.03.05  +40.18.43.97       29.2879047       30.6265506 
 00.49.07.02  +40.17.45.82       24.7406046       25.5792562 
 00.49.02.88  +40.18.46.45       24.8589002       25.6105963 
 00.49.04.70  +40.18.19.77       29.0047524       29.7999263 
 00.49.06.11  +40.17.58.94       29.3125351       30.7598754 
 00.49.06.82  +40.17.48.64       26.5537720       27.4902486 
 00.49.09.88  +40.17.03.68       28.1627916       29.2405709 
 00.49.01.23  +40.19.10.24       28.8322938       30.2035480 
 00.49.02.23  +40.18.55.60       28.3237720       29.2602486 
 00.49.03.89  +40.18.31.26       28.9144960       30.0792308 
 00.49.07.80  +40.17.34.00       28.1520676       29.0015887 
 00.49.10.27  +40.16.57.81       27.9215699       29.0645658 
 00.49.01.96  +40.18.59.56       28.6896090       30.1152105 
 00.49.07.05  +40.17.44.97       29.6874372       30.4282638 
 00.49.10.77  +40.16.50.43       28.3986438       29.5199009 
 00.49.03.35  +40.18.39.09       28.2491264       29.5225557 
 00.49.03.42  +40.18.38.12       29.2313285       30.2982384 
 00.49.08.75  +40.17.20.10       29.0823090       30.0079161 
 00.49.02.79  +40.18.47.24       28.9932742       30.2232257 
 00.49.07.51  +40.17.38.12       29.2164416       30.5442181 
 00.49.11.04  +40.16.46.37       28.6715699       29.8145658 
 00.49.11.83  +40.16.34.79       28.8010872       29.7919110 
 00.49.02.52  +40.18.51.09       27.7166981       28.6749136 
 00.49.03.07  +40.18.43.03       29.2208459       30.1355836 
 00.49.06.33  +40.17.55.26       29.3125351       30.7598754 
 00.49.10.26  +40.16.57.72       28.8884025       29.9335735 
 00.49.10.62  +40.16.52.43       28.4952351       29.4425811 
 00.49.05.86  +40.18.02.09       28.2242546       29.3129034 
 00.49.01.91  +40.18.59.82       26.6391416       27.4669237 
 00.49.08.06  +40.17.29.77       29.0059742       29.7359314 
 00.49.11.43  +40.16.40.37       28.7142546       29.8029034 
 00.49.05.14  +40.18.12.44       28.5691416       29.3969237 
 00.49.06.05  +40.17.59.13       29.1864719       29.6229542 
 00.49.07.23  +40.17.41.82       29.0630329       30.2168983 
 00.49.11.49  +40.16.39.48       27.2415699       28.3845658 
 00.49.05.35  +40.18.09.34       29.4830329       30.6368983 
 00.49.08.04  +40.17.30.00       29.9028067       30.5349390 
 00.49.05.25  +40.18.10.76       28.1225503       29.1242435 
 00.49.08.51  +40.17.23.04       29.2801068       30.4122333 
 00.49.01.68  +40.19.02.92       24.0057328       24.6596040 
 00.49.02.27  +40.18.54.32       29.0542546       30.1429034 
 00.49.03.30  +40.18.39.20       28.9286438       30.0499009 
 00.49.09.38  +40.17.10.17       28.2640133       29.2765760 
 00.49.05.36  +40.18.09.00       28.3654764       29.3889085 
 00.49.01.36  +40.19.07.55       28.8501068       29.9822333 
 00.49.01.23  +40.19.09.28       28.6791264       29.9525557 
 00.49.02.49  +40.18.50.87       28.4976634       29.7602232 
 00.49.08.23  +40.17.26.87       28.5959590       29.7715633 
 00.49.09.19  +40.17.12.76       29.1942546       30.2829034 
 00.49.07.09  +40.17.43.46       28.3149786       29.6318856 
 00.49.01.56  +40.19.04.36       27.1886438       28.3099009 
 00.49.08.68  +40.17.20.13       28.9918112       30.2108932 
 00.49.02.78  +40.18.46.44       28.6025503       29.6042435 
 00.49.03.29  +40.18.38.96       29.5374220       30.7238958 
 00.49.08.62  +40.17.20.87       28.9306046       29.7692562 
 00.49.08.42  +40.17.23.85       27.0927916       28.1705709 
 00.49.09.86  +40.17.02.74       29.0088851       30.2062283 
 00.49.10.81  +40.16.48.76       28.2335307       29.0939212 
 00.49.10.97  +40.16.46.46       25.0666981       26.0249136 
 00.49.04.62  +40.18.19.33       28.7515699       29.8945658 
 00.49.07.95  +40.17.30.57       28.8588851       30.0562283 
 00.49.08.66  +40.17.20.11       28.6664416       29.9942181 
 00.49.02.41  +40.18.51.70       28.4147524       29.2099263 
 00.49.09.82  +40.17.03.07       29.1637720       30.1002486 
 00.49.04.60  +40.18.19.60       26.5720676       27.4215887 
 00.49.05.69  +40.18.03.52       29.0925503       30.0942435 
 00.49.05.09  +40.18.12.43       29.1179198       30.0109187 
 00.49.05.31  +40.18.09.12       26.3464568       27.2285862 
 00.49.10.59  +40.16.51.78       28.5808308       29.9412156 
 00.49.11.01  +40.16.45.57       28.5744960       29.7392308 
 00.49.02.43  +40.18.51.12       28.2940133       29.3065760 
 00.49.07.88  +40.17.31.43       28.7654612       30.2345404 
 00.49.10.16  +40.16.58.09       29.2879198       30.1809187 
 00.49.04.46  +40.18.21.47       28.3269394       29.3612410 
 00.49.10.12  +40.16.58.44       28.7279047       30.0665506 
 00.49.02.52  +40.18.49.78       28.7979198       29.6909187 
 00.49.08.55  +40.17.21.35       29.7693980       30.2276192 
