          RA           DEC             R062             Z087 
 00.49.04.05  +40.18.27.32       28.6784025       29.7235735 
 00.49.05.25  +40.18.09.70       29.1474220       30.3338958 
 00.49.05.27  +40.18.09.38       28.8086438       29.9299009 
 00.49.09.14  +40.17.12.81       29.0118112       30.2308932 
 00.49.04.60  +40.18.19.22       29.3569394       30.3912410 
 00.49.06.74  +40.17.47.88       28.9554764       29.9789085 
 00.49.01.12  +40.19.10.06       28.0854764       29.1089085 
 00.49.03.07  +40.18.41.50       28.8193677       30.1688831 
 00.49.03.18  +40.18.39.97       27.4325503       28.4342435 
 00.49.06.72  +40.17.48.09       29.2149937       30.0862537 
 00.49.11.45  +40.16.38.82       29.1457177       30.2452359 
 00.49.06.16  +40.17.56.19       29.5052351       30.4525811 
 00.49.07.62  +40.17.34.82       27.8520676       28.7015887 
 00.49.09.89  +40.17.01.51       28.2357177       29.3352359 
 00.49.02.70  +40.18.46.66       27.7835155       29.0895531 
 00.49.09.31  +40.17.09.93       28.3525503       29.3542435 
 00.49.11.63  +40.16.35.88       28.4589002       29.2105963 
 00.49.01.93  +40.18.57.91       29.2076785       30.0245912 
 00.49.02.34  +40.18.51.83       28.8710872       29.8619110 
 00.49.09.94  +40.17.00.69       28.1413285       29.2082384 
 00.49.04.42  +40.18.21.34       25.3003633       26.0629288 
 00.49.05.11  +40.18.11.30       28.9193829       29.8232511 
 00.49.06.98  +40.17.43.78       29.2237720       30.1602486 
 00.49.07.78  +40.17.32.20       26.7479198       27.6409187 
 00.49.06.10  +40.17.56.67       29.0740133       30.0865760 
 00.49.07.62  +40.17.34.45       28.4118112       29.6308932 
 00.49.09.38  +40.17.08.60       29.3642546       30.4529034 
 00.49.02.24  +40.18.52.96       29.4130481       30.1212664 
 00.49.11.42  +40.16.38.48       29.0732742       30.3032257 
 00.49.05.38  +40.18.06.91       28.5120676       29.3615887 
 00.49.08.36  +40.17.23.24       28.9003481       30.1085607 
 00.49.02.09  +40.18.54.99       28.5201068       29.6522333 
 00.49.05.61  +40.18.03.37       28.9384025       29.9835735 
 00.49.06.74  +40.17.46.81       27.8910872       28.8819110 
 00.49.01.85  +40.18.58.40       26.5635307       27.4239212 
 00.49.08.75  +40.17.17.27       28.5262003       29.7778907 
 00.49.08.90  +40.17.14.99       29.0796242       30.0595785 
 00.49.06.29  +40.17.53.23       29.2952351       30.2425811 
 00.49.02.75  +40.18.44.97       28.5127916       29.5905709 
 00.49.08.64  +40.17.18.79       27.8888851       29.0862283 
 00.49.10.41  +40.16.52.81       28.3784025       29.4235735 
 00.49.01.36  +40.19.05.31       29.0130329       30.1668983 
 00.49.01.97  +40.18.56.35       28.8469394       29.8812410 
 00.49.03.73  +40.18.30.62       28.0852199       29.4782130 
 00.49.04.91  +40.18.13.34       25.7747524       26.5699263 
 00.49.07.80  +40.17.30.99       27.7330329       28.8868983 
 00.49.08.99  +40.17.13.52       28.8315699       29.9745658 
 00.49.04.29  +40.18.22.39       28.8423090       29.7679161 
 00.49.06.43  +40.17.51.05       29.3759590       30.5515633 
 00.49.06.14  +40.17.55.13       28.0601068       29.1922333 
 00.49.07.21  +40.17.39.51       29.2362003       30.4878907 
 00.49.11.69  +40.16.33.95       29.1596242       30.1395785 
 00.49.06.34  +40.17.52.27       28.3740133       29.3865760 
 00.49.09.49  +40.17.06.04       29.1674372       29.9082638 
 00.49.05.82  +40.17.59.78       29.4625654       30.0186116 
 00.49.07.76  +40.17.31.29       28.5532742       29.7832257 
 00.49.08.58  +40.17.19.28       28.6062003       29.8578907 
 00.49.08.90  +40.17.14.49       28.7623090       29.6879161 
 00.49.01.99  +40.18.55.75       28.5588851       29.7562283 
 00.49.03.18  +40.18.38.23       27.3852351       28.3325811 
 00.49.05.90  +40.17.58.38       26.1506046       26.9892562 
 00.49.01.14  +40.19.08.12       28.7508459       29.6655836 
 00.49.05.13  +40.18.09.67       28.6813285       29.7482384 
 00.49.04.28  +40.18.22.08       29.0810872       30.0719110 
 00.49.07.93  +40.17.28.59       26.9720676       27.8215887 
 00.49.02.19  +40.18.52.65       28.6530329       29.8068983 
 00.49.04.24  +40.18.22.54       26.0906046       26.9292562 
 00.49.03.51  +40.18.33.27       29.4830481       30.1912664 
 00.49.10.81  +40.16.46.33       29.0454764       30.0689085 
 00.49.05.77  +40.18.00.01       27.9084025       28.9535735 
 00.49.02.36  +40.18.49.89       28.5115699       29.6545658 
 00.49.01.48  +40.19.02.82       26.6906046       27.5292562 
 00.49.02.01  +40.18.54.96       28.6442546       29.7329034 
 00.49.11.35  +40.16.38.19       28.1244960       29.2892308 
 00.49.01.60  +40.19.00.90       28.6986438       29.8199009 
 00.49.02.64  +40.18.45.74       29.1342546       30.2229034 
 00.49.01.49  +40.19.02.45       28.3232742       29.5532257 
 00.49.04.45  +40.18.19.05       29.2179198       30.1109187 
 00.49.05.43  +40.18.04.78       29.1486438       30.2699009 
 00.49.06.38  +40.17.50.87       29.0196242       29.9995785 
 00.49.11.54  +40.16.35.24       28.7391264       30.0125557 
 00.49.05.16  +40.18.08.54       29.6847524       30.4799263 
 00.49.10.58  +40.16.49.25       27.8288851       29.0262283 
 00.49.03.48  +40.18.33.18       27.5259590       28.7015633 
 00.49.11.32  +40.16.38.35       28.7162003       29.9678907 
 00.49.02.54  +40.18.46.80       27.4225351       28.8698754 
 00.49.02.90  +40.18.41.51       28.2054764       29.2289085 
 00.49.03.85  +40.18.27.67       27.8154764       28.8389085 
 00.49.09.96  +40.16.58.15       28.3903633       29.1529288 
 00.49.11.61  +40.16.33.92       28.6193677       29.9688831 
 00.49.06.83  +40.17.43.99       27.4193829       28.3232511 
 00.49.09.60  +40.17.03.41       28.9298655       29.9859059 
 00.49.11.33  +40.16.37.99       28.8810721       30.3175430 
 00.49.08.40  +40.17.20.93       25.0452351       25.9925811 
 00.49.09.03  +40.17.11.59       28.7279198       29.6209187 
 00.49.10.60  +40.16.48.68       26.3708459       27.2855836 
 00.49.07.91  +40.17.28.01       28.6984025       29.7435735 
 00.49.03.46  +40.18.33.04       28.9974220       30.1838958 
 00.49.05.58  +40.18.02.10       29.0225503       30.0242435 
 00.49.09.78  +40.17.00.54       28.9903330       30.6441927 
 00.49.04.60  +40.18.16.43       29.0291264       30.3025557 
 00.49.08.63  +40.17.17.43       29.1930177       30.7925302 
 00.49.08.82  +40.17.14.48       28.8815850       29.5789339 
 00.49.01.15  +40.19.06.78       28.7962155       29.6022588 
 00.49.05.46  +40.18.03.67       22.2730935       21.6443706 
 00.49.01.06  +40.19.08.03       27.2991416       28.1269237 
 00.49.06.90  +40.17.42.59       28.2198655       29.2759059 
 00.49.10.22  +40.16.53.82       29.4771959       30.1419364 
 00.49.11.54  +40.16.34.47       28.8491264       30.1225557 
 00.49.01.61  +40.18.59.91       29.6864568       30.5685862 
 00.49.04.09  +40.18.23.54       28.3827916       29.4605709 
 00.49.05.32  +40.18.05.47       27.1322938       28.5035480 
 00.49.01.15  +40.19.06.44       28.8132742       30.0432257 
 00.49.05.15  +40.18.07.88       29.4603481       30.6685607 
 00.49.07.72  +40.17.30.29       28.0640133       29.0765760 
 00.49.01.29  +40.19.04.45       28.2886438       29.4099009 
 00.49.07.97  +40.17.26.63       27.9913285       29.0582384 
 00.49.03.45  +40.18.32.76       28.0271807       29.1375684 
 00.49.07.78  +40.17.29.37       28.3362003       29.5878907 
 00.49.08.87  +40.17.13.30       28.1627916       29.2405709 
 00.49.09.16  +40.17.09.01       27.6908459       28.6055836 
 00.49.10.30  +40.16.52.35       28.7064416       30.0342181 
 00.49.06.96  +40.17.41.26       28.5084025       29.5535735 
 00.49.10.86  +40.16.44.09       28.7284025       29.7735735 
 00.49.07.66  +40.17.30.99       28.3805894       29.6648881 
 00.49.10.60  +40.16.47.86       29.2035307       30.0639212 
 00.49.11.72  +40.16.31.49       27.9037720       28.8402486 
 00.49.03.87  +40.18.26.37       28.2193829       29.1232511 
 00.49.01.75  +40.18.57.42       29.2069394       30.2412410 
 00.49.07.85  +40.17.28.11       28.2971807       29.4075684 
 00.49.09.89  +40.16.58.24       28.1684025       29.2135735 
 00.49.11.67  +40.16.32.13       29.2430481       29.9512664 
 00.49.06.95  +40.17.41.19       28.4032742       29.6332257 
 00.49.07.16  +40.17.38.14       28.3286438       29.4499009 
 00.49.03.87  +40.18.26.26       27.7313285       28.7982384 
 00.49.09.99  +40.16.56.58       28.0052351       28.9525811 
 00.49.11.59  +40.16.33.20       28.5084025       29.5535735 
 00.49.09.21  +40.17.07.87       28.9971807       30.1075684 
 00.49.01.24  +40.19.04.52       29.6786589       30.3542689 
 00.49.01.89  +40.18.55.07       28.9069394       29.9412410 
 00.49.07.19  +40.17.37.26       28.3891416       29.2169237 
 00.49.03.10  +40.18.37.08       28.5052351       29.4525811 
 00.49.01.13  +40.19.05.83       27.3981611       28.3672461 
 00.49.11.58  +40.16.32.81       28.1454764       29.1689085 
 00.49.04.21  +40.18.20.66       28.3254764       29.3489085 
 00.49.06.84  +40.17.42.19       28.7998655       29.8559059 
 00.49.09.40  +40.17.04.68       29.1647524       29.9599263 
 00.49.09.43  +40.17.04.29       26.8508459       27.7655836 
 00.49.03.49  +40.18.31.19       28.1257177       29.2252359 
 00.49.05.89  +40.17.55.99       28.2827916       29.3605709 
 00.49.07.05  +40.17.39.01       29.0254612       30.4945404 
 00.49.10.48  +40.16.48.68       24.8030481       25.5112664 
 00.49.02.64  +40.18.43.49       29.0110872       30.0019110 
 00.49.04.68  +40.18.13.57       28.4132742       29.6432257 
 00.49.09.20  +40.17.07.39       29.0605894       30.3448881 
 00.49.06.06  +40.17.53.35       28.7847373       30.0255582 
 00.49.09.82  +40.16.58.28       28.9635307       29.8239212 
 00.49.05.95  +40.17.54.85       28.6384025       29.6835735 
 00.49.10.32  +40.16.50.83       28.9615699       30.1045658 
 00.49.05.46  +40.18.02.06       30.0204088       29.4460330 
 00.49.03.79  +40.18.26.42       25.8687044       25.2073731 
 00.49.04.46  +40.18.16.59       27.9996242       28.9795785 
 00.49.05.79  +40.17.57.21       27.9623090       28.8879161 
 00.49.03.66  +40.18.28.23       25.1076785       25.9245912 
 00.49.08.85  +40.17.12.28       28.0244960       29.1892308 
 00.49.11.08  +40.16.39.64       25.1401220       25.8266014 
 00.49.11.39  +40.16.35.07       28.4062003       29.6578907 
 00.49.01.99  +40.18.52.66       28.2608308       29.6212156 
 00.49.02.12  +40.18.50.68       29.4364568       30.3185862 
 00.49.02.85  +40.18.40.05       29.3430329       30.4968983 
 00.49.02.45  +40.18.45.79       28.0454764       29.0689085 
 00.49.05.57  +40.18.00.14       28.2984025       29.3435735 
 00.49.07.77  +40.17.27.95       28.1091264       29.3825557 
 00.49.06.83  +40.17.41.59       29.4854915       30.0632766 
 00.49.11.58  +40.16.32.07       28.7884025       29.8335735 
 00.49.10.14  +40.16.53.12       26.6744808       28.2848627 
 00.49.04.86  +40.18.10.33       29.0186438       30.1399009 
 00.49.07.58  +40.17.30.48       28.2674220       29.4538958 
 00.49.08.16  +40.17.21.97       28.0974220       29.2838958 
 00.49.09.34  +40.17.04.75       28.0827916       29.1605709 
 00.49.09.53  +40.17.01.97       28.6944960       29.8592308 
 00.49.04.73  +40.18.12.24       28.8366829       30.2405455 
 00.49.05.88  +40.17.55.30       29.5849937       30.4562537 
 00.49.06.40  +40.17.47.78       28.9374372       29.6782638 
 00.49.01.36  +40.19.01.44       29.1991264       30.4725557 
 00.49.01.42  +40.19.00.59       28.0427916       29.1205709 
 00.49.06.05  +40.17.52.65       28.3410872       29.3319110 
 00.49.09.24  +40.17.06.05       28.8401220       29.5266014 
 00.49.10.02  +40.16.54.64       27.3066981       28.2649136 
 00.49.03.22  +40.18.34.20       29.0930177       30.6925302 
 00.49.07.09  +40.17.37.39       29.2530481       29.9612664 
 00.49.05.69  +40.17.57.96       29.7113285       30.7782384 
 00.49.01.72  +40.18.56.02       29.3222938       30.6935480 
 00.49.05.73  +40.17.57.28       28.6081611       29.5772461 
 00.49.01.78  +40.18.54.92       28.5566829       29.9605455 
 00.49.06.96  +40.17.39.12       24.7137720       25.6502486 
 00.49.08.11  +40.17.22.23       26.9232894       27.7075938 
 00.49.09.14  +40.17.07.21       29.3437720       30.2802486 
 00.49.10.16  +40.16.52.30       28.5323090       29.4579161 
 00.49.01.01  +40.19.06.06       28.9210872       29.9119110 
 00.49.01.63  +40.18.56.86       28.8391264       30.1125557 
 00.49.07.36  +40.17.33.03       28.8406046       29.6792562 
 00.49.02.39  +40.18.45.73       29.5159742       30.2459314 
 00.49.02.56  +40.18.43.22       28.6098655       29.6659059 
 00.49.07.75  +40.17.27.19       29.6676785       30.4845912 
 00.49.09.05  +40.17.08.27       29.7491416       30.5769237 
 00.49.11.59  +40.16.30.98       28.7384025       29.7835735 
 00.49.05.28  +40.18.03.46       28.9613285       30.0282384 
 00.49.07.10  +40.17.36.68       28.4837720       29.4202486 
 00.49.06.86  +40.17.40.11       28.6291264       29.9025557 
 00.49.07.32  +40.17.33.29       28.3430329       29.4968983 
 00.49.09.33  +40.17.03.82       29.0425503       30.0442435 
 00.49.02.74  +40.18.40.31       28.2176634       29.4802232 
 00.49.08.90  +40.17.10.11       25.6406046       26.4792562 
 00.49.06.57  +40.17.44.18       29.0293677       30.3788831 
 00.49.01.72  +40.18.55.12       28.9137569       30.2958805 
 00.49.01.87  +40.18.52.95       28.9240133       29.9365760 
 00.49.04.30  +40.18.17.42       28.5971807       29.7075684 
 00.49.04.10  +40.18.20.30       27.1906046       28.0292562 
 00.49.07.86  +40.17.25.10       29.9515850       30.6489339 
 00.49.09.21  +40.17.05.44       28.2674220       29.4538958 
 00.49.04.83  +40.18.09.44       24.9896242       25.9695785 
 00.49.03.10  +40.18.34.74       28.8230481       29.5312664 
 00.49.09.00  +40.17.08.31       28.6188851       29.8162283 
 00.49.06.48  +40.17.45.20       28.3662155       29.1722588 
 00.49.11.17  +40.16.36.48       29.2827916       30.3605709 
 00.49.11.41  +40.16.32.91       28.3918112       29.6108932 
 00.49.10.70  +40.16.43.28       28.7959590       29.9715633 
 00.49.11.35  +40.16.33.72       28.5825503       29.5842435 
 00.49.02.42  +40.18.44.42       28.5125503       29.5142435 
 00.49.05.07  +40.18.05.73       26.6174220       27.8038958 
 00.49.11.03  +40.16.38.26       27.5064568       28.3885862 
 00.49.02.64  +40.18.41.19       28.8359438       30.4571952 
 00.49.07.52  +40.17.29.70       28.8771807       29.9875684 
 00.49.09.13  +40.17.06.16       26.7335307       27.5939212 
 00.49.11.54  +40.16.30.76       27.6157177       28.7152359 
 00.49.05.94  +40.17.52.85       29.1266981       30.0849136 
 00.49.05.73  +40.17.55.79       28.0291264       29.3025557 
 00.49.09.39  +40.17.02.14       28.9730177       30.5725302 
 00.49.04.36  +40.18.15.73       28.0752351       29.0225811 
 00.49.01.74  +40.18.54.13       27.5435307       28.4039212 
 00.49.04.57  +40.18.12.73       29.1581611       30.1272461 
 00.49.10.79  +40.16.41.51       29.4764568       30.3585862 
 00.49.06.70  +40.17.41.38       29.4316002       29.6833020 
 00.49.10.40  +40.16.47.17       28.2840133       29.2965760 
 00.49.01.12  +40.19.03.11       28.4822938       29.8535480 
 00.49.05.92  +40.17.52.71       28.4923090       29.4179161 
 00.49.10.85  +40.16.40.55       29.5447524       30.3399263 
 00.49.11.08  +40.16.37.18       29.1057328       29.7596040 
 00.49.02.58  +40.18.41.60       29.1186438       30.2399009 
 00.49.11.34  +40.16.33.37       27.9442546       29.0329034 
 00.49.11.46  +40.16.31.54       28.0520525       29.3472206 
 00.49.08.59  +40.17.13.60       29.2518263       30.0252613 
 00.49.09.70  +40.16.57.26       29.3342546       30.4229034 
 00.49.04.92  +40.18.07.36       29.2396545       29.3283147 
 00.49.10.50  +40.16.45.56       28.7652199       30.1582130 
 00.49.03.37  +40.18.29.95       28.3776634       29.6402232 
 00.49.04.83  +40.18.08.49       28.7101068       29.8422333 
 00.49.05.85  +40.17.53.43       28.6949937       29.5662537 
 00.49.07.96  +40.17.22.67       29.2135307       30.0739212 
 00.49.09.33  +40.17.02.51       29.2689002       30.0205963 
 00.49.09.74  +40.16.56.36       29.1727916       30.2505709 
 00.49.10.15  +40.16.50.37       28.1574372       28.8982638 
 00.49.02.20  +40.18.46.75       28.2652351       29.2125811 
 00.49.03.84  +40.18.22.73       28.3301068       29.4622333 
 00.49.05.05  +40.18.05.00       27.9410872       28.9319110 
 00.49.09.53  +40.16.59.31       28.8542546       29.9429034 
 00.49.02.06  +40.18.48.61       28.1349786       29.4518856 
 00.49.06.37  +40.17.45.48       27.5752351       28.5225811 
 00.49.02.57  +40.18.41.14       28.6035155       29.9095531 
 00.49.08.66  +40.17.11.92       29.7384176       30.3379415 
 00.49.04.42  +40.18.14.06       28.4893829       29.3932511 
 00.49.06.08  +40.17.49.66       29.5647524       30.3599263 
 00.49.10.30  +40.16.47.93       28.5454764       29.5689085 
 00.49.02.09  +40.18.48.14       28.9003481       30.1085607 
