# File generated by CMD 3.2 (http://stev.oapd.inaf.it/cmd) on Fri Mar  8 04:16:14 CET 2019
# PARSEC isochrones, release v1.1 (Bressan et al. 2012)
# Basic reference: Bressan et al. (2012), MNRAS, 427, 127
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: CFHT/Megacam <i>u*g'r'i'z'</i>
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
# Zini logAge Mini int_IMF  Mass   logL    logTe  logg  label 	 mbolmag  u*mag   g'mag   r'mag   i'mag   z'mag
0.0048287 10.021 0.9240925312 3.1182394028    0.841  1.727  3.7007  2.390    4 0.452 2.215 1.001 0.431 0.214 0.128
0.0048287 10.021 0.9241636395 3.1182622910    0.840  1.725  3.7013  2.394    4 0.457 2.212 1.003 0.435 0.219 0.133
0.0048287 10.021 0.9242340326 3.1182849407    0.840  1.724  3.7018  2.398    4 0.461 2.209 1.004 0.438 0.223 0.138
0.0048287 10.021 0.9243063331 3.1183083057    0.840  1.722  3.7024  2.402    4 0.464 2.205 1.004 0.441 0.227 0.142
0.0048287 10.021 0.9243810773 3.1183323860    0.840  1.721  3.7028  2.405    4 0.468 2.202 1.005 0.443 0.230 0.146
0.0048287 10.021 0.9244554043 3.1183562279    0.840  1.720  3.7033  2.408    4 0.470 2.199 1.005 0.445 0.233 0.149
0.0048287 10.021 0.9245272875 3.1183793545    0.840  1.719  3.7037  2.410    4 0.473 2.196 1.005 0.447 0.235 0.152
0.0048287 10.021 0.9245838523 3.1183977127    0.840  1.718  3.7039  2.412    4 0.474 2.194 1.005 0.448 0.236 0.154
0.0048287 10.021 0.9245985746 3.1184022427    0.840  1.718  3.7040  2.412    4 0.474 2.193 1.005 0.448 0.237 0.154
0.0048287 10.021 0.9246678948 3.1184246540    0.840  1.718  3.7043  2.413    4 0.475 2.191 1.004 0.448 0.238 0.155
0.0048287 10.021 0.9247428775 3.1184487343    0.840  1.718  3.7045  2.415    4 0.476 2.188 1.003 0.448 0.238 0.156
0.0048287 10.021 0.9248133898 3.1184713840    0.840  1.718  3.7047  2.415    4 0.475 2.185 1.002 0.448 0.238 0.156
0.0048287 10.021 0.9248866439 3.1184949875    0.840  1.718  3.7048  2.415    4 0.474 2.183 1.000 0.446 0.237 0.155
0.0048287 10.021 0.9249607325 3.1185188293    0.840  1.719  3.7048  2.414    4 0.472 2.181 0.998 0.444 0.235 0.153
0.0048287 10.021 0.9250358343 3.1185431480    0.840  1.720  3.7047  2.413    4 0.469 2.178 0.995 0.441 0.231 0.150
0.0048287 10.021 0.9251018763 3.1185643673    0.840  1.722  3.7046  2.411    4 0.466 2.176 0.992 0.438 0.228 0.146
0.0048287 10.021 0.9251078367 3.1185662746    0.840  1.722  3.7046  2.411    4 0.465 2.176 0.992 0.437 0.227 0.146
0.0048287 10.021 0.9251781702 3.1185889244    0.840  1.724  3.7044  2.408    4 0.460 2.174 0.988 0.432 0.222 0.140
0.0048287 10.021 0.9252461791 3.1186106205    0.840  1.727  3.7041  2.404    4 0.453 2.172 0.983 0.426 0.215 0.133
0.0048287 10.021 0.9253149629 3.1186327934    0.840  1.730  3.7037  2.399    4 0.445 2.169 0.977 0.419 0.207 0.125
0.0048287 10.021 0.9253823757 3.1186544895    0.840  1.734  3.7033  2.394    4 0.436 2.166 0.970 0.410 0.198 0.115
0.0048287 10.021 0.9254517555 3.1186766624    0.840  1.738  3.7028  2.387    4 0.425 2.163 0.963 0.401 0.187 0.103
0.0048287 10.021 0.9255211949 3.1186990738    0.840  1.743  3.7021  2.380    4 0.413 2.159 0.954 0.390 0.175 0.090
0.0048287 10.021 0.9255889654 3.1187207699    0.839  1.748  3.7015  2.372    4 0.399 2.155 0.944 0.377 0.161 0.076
0.0048287 10.021 0.9256566167 3.1187424660    0.839  1.754  3.7008  2.364    4 0.385 2.150 0.934 0.364 0.147 0.061
0.0048287 10.021 0.9257252812 3.1187646389    0.839  1.762  3.6999  2.351    4 0.365 2.143 0.919 0.345 0.126 0.039
0.0048287 10.021 0.9257939458 3.1187865734    0.839  1.765  3.6995  2.347    4 0.357 2.141 0.914 0.338 0.118 0.031
0.0048287 10.021 0.9258614779 3.1188082695    0.839  1.780  3.6977  2.324    4 0.319 2.130 0.888 0.304 0.081 -0.009
0.0048287 10.021 0.9259308577 3.1188306808    0.839  1.809  3.6944  2.283    4 0.247 2.108 0.836 0.239 0.009 -0.084
0.0048287 10.021 0.9259753823 3.1188449860    0.839  1.845  3.6905  2.231    4 0.157 2.078 0.772 0.158 -0.080 -0.178
0.0048287 10.021 0.9259990454 3.1188526154    0.839  1.885  3.6861  2.173    4 0.056 2.048 0.702 0.068 -0.179 -0.282
0.0048287 10.021 0.9260097742 3.1188559532    0.839  1.925  3.6819  2.117    4 -0.042 2.018 0.633 -0.019 -0.274 -0.383
0.0048287 10.021 0.9260147214 3.1188576221    0.839  1.962  3.6781  2.064    4 -0.136 1.990 0.568 -0.102 -0.365 -0.479
0.0048287 10.021 0.9260173440 3.1188583374    0.839  1.999  3.6744  2.012    4 -0.228 1.964 0.504 -0.183 -0.455 -0.573
0.0048287 10.021 0.9260189533 3.1188588142    0.839  2.036  3.6708  1.961    4 -0.319 1.943 0.442 -0.265 -0.544 -0.667
0.0048287 10.021 0.9260196686 3.1188590527    0.839  2.055  3.6689  1.934    4 -0.367 1.934 0.409 -0.309 -0.591 -0.716
0.0048287 10.021 0.9260200262 3.1188592911    0.839  2.067  3.6677  1.918    4 -0.398 1.929 0.389 -0.336 -0.621 -0.747
0.0048287 10.021 0.9260212183 3.1188595295    0.839  2.107  3.6639  1.862    4 -0.498 1.911 0.322 -0.427 -0.718 -0.849
0.0048287 10.021 0.9260222912 3.1188600063    0.839  2.145  3.6604  1.810    4 -0.594 1.896 0.258 -0.514 -0.810 -0.945
0.0048287 10.021 0.9260235429 3.1188604832    0.839  2.175  3.6577  1.770    4 -0.667 1.886 0.210 -0.579 -0.880 -1.017
0.0048287 10.021 0.9260261059 3.1188611984    0.839  2.183  3.6571  1.759    4 -0.687 1.881 0.196 -0.597 -0.899 -1.037
0.0048287 10.021 0.9260287881 3.1188621521    0.839  2.153  3.6599  1.801    4 -0.612 1.890 0.245 -0.530 -0.828 -0.963
0.0048287 10.021 0.9260530472 3.1188697815    0.839  2.126  3.6623  1.837    4 -0.544 1.902 0.291 -0.469 -0.763 -0.895
0.0048287 10.021 0.9260844588 3.1188800335    0.838  2.153  3.6597  1.799    4 -0.612 1.895 0.246 -0.530 -0.828 -0.963
0.0048287 10.021 0.9261087179 3.1188876629    0.838  2.193  3.6559  1.744    4 -0.711 1.884 0.183 -0.617 -0.921 -1.061
0.0048287 10.021 0.9261276126 3.1188938618    0.838  2.228  3.6525  1.695    4 -0.801 1.873 0.125 -0.695 -1.005 -1.149
0.0048287 10.021 0.9261494875 3.1189007759    0.838  2.270  3.6487  1.638    4 -0.905 1.860 0.059 -0.785 -1.102 -1.251
0.0048287 10.021 0.9261692166 3.1189072132    0.837  2.311  3.6450  1.582    4 -1.008 1.849 -0.006 -0.872 -1.196 -1.350
0.0048287 10.021 0.9261866808 3.1189126968    0.837  2.352  3.6412  1.526    4 -1.110 1.841 -0.069 -0.957 -1.289 -1.448
0.0048287 10.021 0.9262024760 3.1189177036    0.837  2.393  3.6375  1.470    4 -1.213 1.833 -0.130 -1.040 -1.382 -1.546
0.0048287 10.021 0.9262164831 3.1189222336    0.836  2.434  3.6338  1.414    4 -1.316 1.828 -0.190 -1.123 -1.475 -1.646
0.0048287 10.021 0.9262290001 3.1189262867    0.836  2.475  3.6301  1.358    4 -1.418 1.824 -0.248 -1.204 -1.568 -1.745
0.0048287 10.021 0.9262403846 3.1189298630    0.836  2.516  3.6264  1.301    4 -1.521 1.822 -0.304 -1.284 -1.660 -1.843
0.0048287 10.021 0.9262507558 3.1189332008    0.835  2.557  3.6227  1.246    4 -1.623 1.820 -0.359 -1.362 -1.751 -1.941
0.0048287 10.021 0.9262604117 3.1189363003    0.835  2.598  3.6191  1.190    4 -1.724 1.819 -0.413 -1.440 -1.841 -2.037
0.0048287 10.021 0.9262694120 3.1189391613    0.834  2.638  3.6154  1.135    4 -1.826 1.820 -0.464 -1.515 -1.930 -2.134
0.0048287 10.021 0.9262779951 3.1189420223    0.834  2.678  3.6118  1.080    4 -1.926 1.823 -0.514 -1.589 -2.018 -2.228
0.0048287 10.021 0.9262864590 3.1189446449    0.833  2.719  3.6081  1.024    4 -2.027 1.827 -0.562 -1.662 -2.105 -2.323
0.0048287 10.021 0.9262943864 3.1189472675    0.832  2.760  3.6044  0.968    4 -2.129 1.835 -0.608 -1.734 -2.193 -2.419
0.0048287 10.021 0.9263016582 3.1189496517    0.831  2.799  3.6008  0.913    4 -2.229 1.848 -0.650 -1.803 -2.279 -2.512
0.0048287 10.021 0.9263080955 3.1189515591    0.831  2.840  3.5970  0.857    4 -2.331 1.861 -0.689 -1.869 -2.366 -2.608
0.0048287 10.021 0.9263129830 3.1189532280    0.830  2.882  3.5931  0.800    4 -2.434 1.877 -0.726 -1.935 -2.452 -2.704
0.0048287 10.021 0.9263165593 3.1189544201    0.829  2.922  3.5893  0.744    4 -2.535 1.893 -0.760 -1.997 -2.536 -2.797
0.0048287 10.021 0.9263197780 3.1189553738    0.828  2.963  3.5853  0.686    4 -2.638 1.908 -0.791 -2.054 -2.621 -2.893
0.0048287 10.021 0.9263226390 3.1189563274    0.828  3.003  3.5813  0.631    4 -2.737 1.926 -0.818 -2.108 -2.701 -2.984
0.0048287 10.021 0.9263252020 3.1189570427    0.827  3.042  3.5774  0.575    4 -2.834 1.941 -0.838 -2.152 -2.778 -3.073
0.0048287 10.021 0.9263280034 3.1189579964    0.826  3.086  3.5729  0.513    4 -2.945 1.959 -0.855 -2.195 -2.863 -3.174
0.0048287 10.021 0.9263309836 3.1189589500    0.825  3.128  3.5685  0.452    4 -3.051 1.982 -0.861 -2.226 -2.943 -3.272
0.0048287 10.021 0.9263318181 3.1189591885    0.825  3.139  3.5673  0.436    4 -3.079 1.987 -0.861 -2.231 -2.963 -3.298
0.0048287 10.021 0.9263325334 3.1189594269    0.824  3.143  3.5669  0.431    4 -3.088 1.989 -0.861 -2.232 -2.970 -3.306
0.0048287 10.021 0.9263326526 3.1189594269    0.824  3.160  3.5649  0.405    4 -3.131 2.001 -0.855 -2.235 -3.000 -3.345
0.0048287 10.021 0.9263327122 3.1189596653    0.824  3.128  3.5686  0.453    4 -3.049 1.980 -0.863 -2.227 -2.942 -3.270
0.0048287 10.021 0.9263327718 3.1189596653    0.824  3.121  3.5693  0.462    4 -3.033 1.978 -0.863 -2.224 -2.930 -3.256
0.0048287 10.021 0.9263328314 3.1189596653    0.824  3.115  3.5699  0.471    4 -3.017 1.975 -0.863 -2.221 -2.919 -3.241
0.0048287 10.021 0.9263328910 3.1189596653    0.824  3.117  3.5697  0.468    4 -3.022 1.976 -0.863 -2.222 -2.922 -3.246
0.0048287 10.021 0.9263331294 3.1189596653    0.824  3.088  3.5730  0.510    4 -2.950 1.954 -0.861 -2.201 -2.869 -3.180
0.0048287 10.021 0.9263332486 3.1189596653    0.824  3.120  3.5694  0.463    4 -3.031 1.976 -0.865 -2.226 -2.929 -3.254
0.0048287 10.021 0.9263334870 3.1189599037    0.824  3.152  3.5659  0.418    4 -3.110 1.995 -0.858 -2.234 -2.985 -3.326
0.0048287 10.021 0.9263336658 3.1189599037    0.824  3.175  3.5632  0.383    4 -3.168 2.011 -0.850 -2.238 -3.026 -3.378
0.0048287 10.021 0.9263338447 3.1189599037    0.824  3.200  3.5603  0.347    4 -3.230 2.030 -0.840 -2.242 -3.069 -3.434
0.0048287 10.021 0.9263341427 3.1189599037    0.823  3.231  3.5567  0.302    4 -3.307 2.049 -0.815 -2.226 -3.118 -3.502
0.0048287 10.021 0.9263344407 3.1189601421    0.823  3.269  3.5521  0.245    4 -3.403 2.073 -0.783 -2.204 -3.179 -3.588
0.0048287 10.021 0.9263348579 3.1189601421    0.823  3.313  3.5470  0.180    4 -3.512 2.100 -0.728 -2.154 -3.241 -3.681
0.0048287 10.021 0.9263355732 3.1189603806    0.822  3.353  3.5420  0.120    4 -3.613 2.128 -0.663 -2.088 -3.293 -3.764
0.0048287 10.021 0.9263360500 3.1189606190    0.822  3.339  3.5439  0.141    4 -3.577 2.116 -0.689 -2.114 -3.276 -3.735
# Zini logAge Mini int_IMF  Mass   logL    logTe  logg  label 	 mbolmag  u*mag   g'mag   r'mag   i'mag   z'mag
0.0048287 10.061 0.1000000015 1.5704020262    0.100 -2.841  3.5303  5.353    0 11.873 16.698 14.315 12.939 11.840 11.411
0.0048287 10.061 0.1121445000 1.6821490526    0.112 -2.664  3.5496  5.302    0 11.430 15.811 13.568 12.248 11.330 10.965
0.0048287 10.061 0.1199999973 1.7478251457    0.120 -2.559  3.5610  5.272    0 11.168 15.322 13.147 11.858 11.037 10.705
0.0048287 10.061 0.1400000006 1.8958495855    0.140 -2.380  3.5754  5.217    0 10.720 14.615 12.515 11.268 10.556 10.264
0.0048287 10.061 0.1599999964 2.0211524963    0.160 -2.241  3.5843  5.172    0 10.372 14.119 12.063 10.845 10.191 9.920
0.0048287 10.061 0.2000000030 2.2217822075    0.200 -2.027  3.5953  5.099    0 9.837 13.413 11.408 10.229 9.640 9.393
0.0048287 10.061 0.2500000000 2.4080901146    0.250 -1.833  3.6038  5.036    0 9.353 12.806 10.837 9.693 9.146 8.916
0.0048287 10.061 0.3009096384 2.5497140884    0.301 -1.685  3.6101  4.994    0 8.982 12.346 10.403 9.286 8.768 8.550
0.0048287 10.061 0.3078369498 2.5662226677    0.308 -1.670  3.6116  4.995    0 8.945 12.289 10.352 9.241 8.730 8.514
0.0048287 10.061 0.3156732917 2.5842399597    0.316 -1.656  3.6134  4.998    0 8.909 12.229 10.299 9.196 8.692 8.479
0.0048287 10.061 0.3242111504 2.6030988693    0.324 -1.640  3.6153  5.002    0 8.871 12.164 10.241 9.147 8.651 8.442
0.0048287 10.061 0.3317722380 2.6191456318    0.332 -1.619  3.6170  4.997    0 8.817 12.088 10.171 9.084 8.595 8.389
0.0048287 10.061 0.3319310844 2.6194765568    0.332 -1.613  3.6167  4.991    0 8.802 12.077 10.159 9.071 8.581 8.374
0.0048287 10.061 0.3322694302 2.6201803684    0.332 -1.612  3.6166  4.990    0 8.800 12.078 10.159 9.071 8.580 8.373
0.0048287 10.061 0.3326683939 2.6210086346    0.333 -1.612  3.6164  4.989    0 8.799 12.079 10.159 9.070 8.578 8.371
0.0048287 10.061 0.3330508173 2.6218011379    0.333 -1.611  3.6163  4.989    0 8.797 12.079 10.159 9.069 8.577 8.370
0.0048287 10.061 0.3335053921 2.6227414608    0.334 -1.610  3.6161  4.988    0 8.796 12.080 10.159 9.069 8.576 8.368
0.0048287 10.061 0.3339451551 2.6236488819    0.334 -1.609  3.6159  4.987    0 8.794 12.080 10.159 9.068 8.574 8.366
0.0048287 10.061 0.3344734609 2.6247367859    0.335 -1.608  3.6158  4.986    0 8.791 12.080 10.158 9.066 8.572 8.363
0.0048287 10.061 0.3350509703 2.6259226799    0.335 -1.607  3.6156  4.985    0 8.788 12.079 10.157 9.064 8.569 8.361
0.0048287 10.061 0.3356876671 2.6272263527    0.336 -1.606  3.6155  4.984    0 8.785 12.078 10.155 9.062 8.566 8.357
0.0048287 10.061 0.3363967240 2.6286735535    0.336 -1.605  3.6153  4.983    0 8.781 12.076 10.153 9.059 8.563 8.353
0.0048287 10.061 0.3371961117 2.6302990913    0.337 -1.603  3.6152  4.982    0 8.777 12.074 10.149 9.055 8.558 8.349
0.0048287 10.061 0.3377291560 2.6313798428    0.338 -1.602  3.6151  4.981    0 8.774 12.072 10.147 9.052 8.555 8.346
0.0048287 10.061 0.3383108377 2.6325557232    0.338 -1.600  3.6151  4.980    0 8.770 12.069 10.144 9.049 8.552 8.342
0.0048287 10.061 0.3389503658 2.6338450909    0.339 -1.599  3.6150  4.979    0 8.766 12.066 10.141 9.046 8.548 8.338
0.0048287 10.061 0.3396596611 2.6352703571    0.340 -1.597  3.6150  4.978    0 8.762 12.062 10.137 9.041 8.544 8.334
0.0048287 10.061 0.3404546678 2.6368622780    0.341 -1.595  3.6149  4.976    0 8.757 12.058 10.132 9.037 8.539 8.329
0.0048287 10.061 0.3413569927 2.6386618614    0.341 -1.592  3.6149  4.975    0 8.751 12.053 10.127 9.031 8.533 8.323
0.0048287 10.061 0.3423970342 2.6407265663    0.343 -1.590  3.6148  4.974    0 8.744 12.046 10.120 9.025 8.526 8.316
0.0048287 10.061 0.3436193168 2.6431403160    0.344 -1.586  3.6148  4.972    0 8.736 12.039 10.112 9.017 8.518 8.308
0.0048287 10.061 0.3450920284 2.6460304260    0.345 -1.582  3.6148  4.970    0 8.726 12.029 10.103 9.007 8.508 8.298
0.0048287 10.061 0.3469267190 2.6496031284    0.347 -1.577  3.6149  4.967    0 8.714 12.016 10.090 8.995 8.496 8.286
0.0048287 10.061 0.3493219018 2.6542217731    0.349 -1.571  3.6149  4.964    0 8.698 12.000 10.074 8.979 8.481 8.271
0.0048287 10.061 0.3499999940 2.6555202007    0.350 -1.570  3.6150  4.964    0 8.694 11.996 10.069 8.975 8.477 8.267
0.0048287 10.061 0.3510586023 2.6575388908    0.351 -1.567  3.6151  4.963    0 8.689 11.988 10.063 8.968 8.471 8.261
0.0048287 10.061 0.3549920917 2.6649556160    0.355 -1.560  3.6156  4.963    0 8.670 11.962 10.038 8.947 8.452 8.243
0.0048287 10.061 0.3582327962 2.6709673405    0.358 -1.554  3.6161  4.962    0 8.654 11.941 10.019 8.929 8.436 8.228
0.0048287 10.061 0.3609945774 2.6760220528    0.361 -1.548  3.6165  4.962    0 8.641 11.923 10.002 8.914 8.422 8.215
0.0048287 10.061 0.3634047210 2.6803827286    0.363 -1.544  3.6168  4.961    0 8.629 11.906 9.987 8.900 8.410 8.203
0.0048287 10.061 0.3655452728 2.6842167377    0.366 -1.539  3.6171  4.961    0 8.619 11.892 9.974 8.888 8.399 8.193
0.0048287 10.061 0.3674722612 2.6876375675    0.368 -1.536  3.6173  4.960    0 8.609 11.879 9.961 8.877 8.389 8.184
0.0048287 10.061 0.3692256808 2.6907253265    0.369 -1.532  3.6176  4.960    0 8.600 11.867 9.950 8.867 8.380 8.175
0.0048287 10.061 0.3708352149 2.6935389042    0.371 -1.529  3.6178  4.959    0 8.592 11.856 9.940 8.858 8.372 8.167
0.0048287 10.061 0.3723233938 2.6961231232    0.372 -1.526  3.6180  4.958    0 8.584 11.846 9.930 8.849 8.364 8.159
0.0048287 10.061 0.3737077415 2.6985120773    0.374 -1.523  3.6181  4.958    0 8.577 11.836 9.921 8.841 8.356 8.152
0.0048287 10.061 0.3750023246 2.7007331848    0.375 -1.520  3.6183  4.957    0 8.570 11.827 9.913 8.833 8.349 8.145
0.0048287 10.061 0.3769900799 2.7041199207    0.377 -1.516  3.6186  4.956    0 8.559 11.813 9.900 8.821 8.338 8.135
0.0048287 10.061 0.3787996173 2.7071778774    0.379 -1.512  3.6188  4.955    0 8.549 11.800 9.888 8.810 8.328 8.125
0.0048287 10.061 0.3804611266 2.7099652290    0.381 -1.508  3.6190  4.954    0 8.540 11.789 9.877 8.800 8.319 8.116
0.0048287 10.061 0.3819976747 2.7125256062    0.382 -1.504  3.6191  4.953    0 8.531 11.778 9.866 8.790 8.310 8.107
0.0048287 10.061 0.3834272921 2.7148931026    0.383 -1.501  3.6193  4.952    0 8.523 11.767 9.857 8.781 8.302 8.099
0.0048287 10.061 0.3846343756 2.7168807983    0.385 -1.498  3.6194  4.951    0 8.516 11.759 9.849 8.774 8.295 8.092
0.0048287 10.061 0.3858979642 2.7189509869    0.386 -1.495  3.6195  4.950    0 8.508 11.750 9.840 8.766 8.287 8.085
0.0048287 10.061 0.3869730830 2.7207038403    0.387 -1.493  3.6196  4.949    0 8.502 11.743 9.833 8.759 8.281 8.079
0.0048287 10.061 0.3881061077 2.7225427628    0.388 -1.490  3.6197  4.948    0 8.495 11.735 9.825 8.752 8.274 8.072
0.0048287 10.061 0.3890759647 2.7241098881    0.389 -1.488  3.6198  4.947    0 8.489 11.728 9.819 8.746 8.268 8.066
0.0048287 10.061 0.3895339966 2.7248477936    0.390 -1.488  3.6198  4.948    0 8.491 11.729 9.820 8.747 8.269 8.068
0.0048287 10.061 0.3936031461 2.7313427925    0.394 -1.478  3.6198  4.943    0 8.466 11.704 9.794 8.722 8.244 8.043
0.0048287 10.061 0.3998582363 2.7411186695    0.400 -1.462  3.6199  4.934    0 8.426 11.664 9.754 8.682 8.205 8.004
0.0048287 10.061 0.4000000060 2.7413372993    0.400 -1.462  3.6199  4.934    0 8.425 11.663 9.753 8.681 8.204 8.003
0.0048287 10.061 0.4043589830 2.7479946613    0.404 -1.450  3.6205  4.929    0 8.396 11.626 9.718 8.649 8.175 7.974
0.0048287 10.061 0.4414115250 2.7999851704    0.441 -1.357  3.6257  4.894    0 8.161 11.326 9.435 8.391 7.938 7.746
0.0048287 10.061 0.4499999881 2.8109800816    0.450 -1.336  3.6269  4.886    0 8.109 11.259 9.372 8.334 7.885 7.696
0.0048287 10.061 0.4903047383 2.8581185341    0.490 -1.221  3.6345  4.839    0 7.822 10.870 9.010 8.012 7.594 7.417
0.0048287 10.061 0.5000000000 2.8684780598    0.500 -1.194  3.6363  4.828    0 7.755 10.778 8.924 7.937 7.526 7.353
0.0048287 10.061 0.5078483820 2.8766095638    0.508 -1.167  3.6385  4.817    0 7.687 10.680 8.835 7.859 7.457 7.287
0.0048287 10.061 0.5452358723 2.9123952389    0.545 -1.039  3.6487  4.760    0 7.367 10.193 8.403 7.491 7.131 6.978
0.0048287 10.061 0.5489699841 2.9157240391    0.549 -1.026  3.6498  4.754    0 7.335 10.143 8.359 7.454 7.098 6.947
0.0048287 10.061 0.5979399681 2.9558427334    0.598 -0.856  3.6671  4.691    0 6.911 9.401 7.754 6.959 6.662 6.539
0.0048287 10.061 0.5981145501 2.9559750557    0.598 -0.856  3.6671  4.691    0 6.909 9.398 7.752 6.957 6.661 6.537
0.0048287 10.061 0.6145455837 2.9681143761    0.614 -0.794  3.6754  4.674    0 6.754 9.094 7.521 6.774 6.501 6.389
0.0048287 10.061 0.6295679212 2.9787051678    0.629 -0.737  3.6832  4.659    0 6.613 8.815 7.314 6.611 6.356 6.254
0.0048287 10.061 0.6434408426 2.9880740643    0.643 -0.686  3.6906  4.646    0 6.484 8.556 7.125 6.461 6.222 6.129
0.0048287 10.061 0.6469099522 2.9903559685    0.647 -0.673  3.6925  4.643    0 6.451 8.494 7.080 6.424 6.189 6.098
0.0048287 10.061 0.6563905478 2.9964728355    0.656 -0.636  3.6981  4.636    0 6.360 8.313 6.949 6.320 6.097 6.012
0.0048287 10.061 0.6713184118 3.0057647228    0.671 -0.578  3.7069  4.623    0 6.216 8.037 6.750 6.160 5.954 5.879
0.0048287 10.061 0.6855111122 3.0142347813    0.685 -0.524  3.7151  4.610    0 6.079 7.784 6.565 6.011 5.820 5.754
0.0048287 10.061 0.6958799362 3.0202109814    0.696 -0.483  3.7210  4.600    0 5.979 7.602 6.433 5.902 5.722 5.662
0.0048287 10.061 0.6980490088 3.0214395523    0.698 -0.475  3.7222  4.598    0 5.958 7.566 6.406 5.880 5.701 5.643
0.0048287 10.061 0.7099484801 3.0280489922    0.710 -0.428  3.7286  4.584    0 5.841 7.368 6.258 5.757 5.589 5.537
0.0048287 10.061 0.7212216854 3.0341153145    0.721 -0.384  3.7345  4.570    0 5.730 7.184 6.120 5.640 5.482 5.436
0.0048287 10.061 0.7320486307 3.0397710800    0.732 -0.341  3.7401  4.555    0 5.622 7.010 5.988 5.529 5.379 5.339
0.0048287 10.061 0.7422098517 3.0449333191    0.742 -0.300  3.7451  4.541    0 5.519 6.851 5.866 5.425 5.284 5.248
0.0048287 10.061 0.7448499203 3.0462522507    0.745 -0.289  3.7464  4.537    0 5.492 6.810 5.834 5.397 5.259 5.225
0.0048287 10.061 0.7496768832 3.0486404896    0.749 -0.269  3.7486  4.528    0 5.443 6.736 5.777 5.348 5.213 5.181
0.0048287 10.061 0.7631571889 3.0551545620    0.763 -0.213  3.7545  4.504    0 5.303 6.534 5.616 5.208 5.082 5.056
0.0048287 10.061 0.7757362127 3.0610353947    0.775 -0.160  3.7598  4.478    0 5.170 6.347 5.464 5.074 4.956 4.935
0.0048287 10.061 0.7877247930 3.0664703846    0.787 -0.107  3.7645  4.451    0 5.038 6.172 5.317 4.944 4.834 4.817
0.0048287 10.061 0.7938199043 3.0691726208    0.793 -0.080  3.7668  4.436    0 4.970 6.082 5.241 4.876 4.770 4.756
0.0048287 10.061 0.7942208052 3.0693488121    0.794 -0.078  3.7669  4.435    0 4.965 6.076 5.236 4.871 4.766 4.752
0.0048287 10.061 0.8030301332 3.0731780529    0.802 -0.037  3.7699  4.411    0 4.862 5.946 5.123 4.769 4.669 4.657
0.0048287 10.061 0.8114385605 3.0767533779    0.811  0.004  3.7726  4.385    0 4.760 5.820 5.012 4.668 4.572 4.564
0.0048287 10.061 0.8193153739 3.0800347328    0.818  0.044  3.7749  4.359    0 4.661 5.700 4.906 4.571 4.479 4.472
0.0048287 10.061 0.8268451691 3.0831112862    0.826  0.082  3.7769  4.332    0 4.565 5.587 4.804 4.476 4.387 4.383
0.0048287 10.061 0.8340617418 3.0860066414    0.833  0.120  3.7783  4.305    0 4.471 5.480 4.705 4.383 4.297 4.294
0.0048287 10.061 0.8427897692 3.0894405842    0.842  0.167  3.7798  4.267    0 4.353 5.349 4.581 4.265 4.181 4.180
0.0048287 10.061 0.8460543156 3.0907063484    0.845  0.185  3.7802  4.252    0 4.306 5.299 4.534 4.219 4.136 4.135
0.0048287 10.061 0.8475794196 3.0912942886    0.846  0.194  3.7804  4.245    0 4.284 5.275 4.511 4.197 4.114 4.113
0.0048287 10.061 0.8525061011 3.0931785107    0.851  0.225  3.7805  4.217    0 4.209 5.198 4.434 4.122 4.039 4.038
0.0048287 10.061 0.8592521548 3.0957229137    0.858  0.268  3.7799  4.175    0 4.100 5.093 4.327 4.013 3.930 3.929
0.0048287 10.061 0.8669488430 3.0985763073    0.865  0.321  3.7778  4.118    0 3.968 4.975 4.200 3.880 3.794 3.791
