# File generated by CMD 3.2 (http://stev.oapd.inaf.it/cmd) on Fri Mar  8 04:16:14 CET 2019
# PARSEC isochrones, release v1.1 (Bressan et al. 2012)
# Basic reference: Bressan et al. (2012), MNRAS, 427, 127
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: CFHT/Megacam <i>u*g'r'i'z'</i>
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
# Zini logAge Mini int_IMF  Mass   logL    logTe  logg  label 	 mbolmag  u*mag   g'mag   r'mag   i'mag   z'mag
0.0048287 9.978 0.9533236027 3.1273648739    0.855  3.142  3.5685  0.455    4 -3.084 1.945 -0.897 -2.261 -2.976 -3.305
0.0048287 9.978 0.9533237219 3.1273648739    0.855  3.145  3.5682  0.449    4 -3.093 1.947 -0.896 -2.262 -2.983 -3.313
0.0048287 9.978 0.9533239603 3.1273648739    0.855  3.141  3.5687  0.456    4 -3.082 1.944 -0.898 -2.262 -2.976 -3.304
0.0048287 9.978 0.9533241391 3.1273648739    0.855  3.155  3.5671  0.435    4 -3.118 1.952 -0.896 -2.266 -3.002 -3.337
0.0048287 9.978 0.9533243775 3.1273648739    0.855  3.167  3.5658  0.418    4 -3.148 1.959 -0.893 -2.270 -3.023 -3.364
0.0048287 9.978 0.9533245564 3.1273651123    0.855  3.175  3.5648  0.406    4 -3.168 1.965 -0.890 -2.271 -3.037 -3.382
0.0048287 9.978 0.9533247352 3.1273651123    0.854  3.184  3.5638  0.393    4 -3.190 1.971 -0.887 -2.272 -3.052 -3.401
0.0048287 9.978 0.9533250928 3.1273651123    0.854  3.182  3.5638  0.395    4 -3.185 1.976 -0.881 -2.266 -3.047 -3.397
0.0048287 9.978 0.9533254504 3.1273653507    0.854  3.222  3.5592  0.337    4 -3.285 2.002 -0.866 -2.270 -3.115 -3.486
0.0048287 9.978 0.9533259273 3.1273653507    0.854  3.281  3.5525  0.251    4 -3.432 2.033 -0.822 -2.242 -3.210 -3.617
0.0048287 9.978 0.9533267021 3.1273655891    0.853  3.327  3.5471  0.182    4 -3.547 2.061 -0.768 -2.193 -3.278 -3.716
0.0048287 9.978 0.9533272386 3.1273658276    0.853  3.316  3.5485  0.199    4 -3.519 2.053 -0.787 -2.213 -3.263 -3.693
# Zini logAge Mini int_IMF  Mass   logL    logTe  logg  label 	 mbolmag  u*mag   g'mag   r'mag   i'mag   z'mag
0.0048287 10.021 0.1000000015 1.5704020262    0.100 -2.842  3.5302  5.353    0 11.875 16.702 14.318 12.942 11.842 11.413
0.0048287 10.021 0.1199999973 1.7478251457    0.120 -2.560  3.5609  5.272    0 11.170 15.326 13.150 11.862 11.039 10.707
0.0048287 10.021 0.1400000006 1.8958495855    0.140 -2.381  3.5753  5.218    0 10.723 14.620 12.519 11.273 10.559 10.267
0.0048287 10.021 0.1599999964 2.0211524963    0.160 -2.243  3.5842  5.174    0 10.377 14.126 12.069 10.851 10.197 9.926
0.0048287 10.021 0.2000000030 2.2217822075    0.200 -2.029  3.5952  5.101    0 9.844 13.421 11.415 10.237 9.647 9.400
0.0048287 10.021 0.2500000000 2.4080901146    0.250 -1.835  3.6037  5.038    0 9.358 12.812 10.842 9.698 9.151 8.921
0.0048287 10.021 0.3060975969 2.5621302128    0.306 -1.675  3.6112  4.996    0 8.958 12.307 10.369 9.257 8.743 8.527
0.0048287 10.021 0.3142353892 2.5809843540    0.314 -1.660  3.6131  5.000    0 8.921 12.245 10.313 9.209 8.703 8.490
0.0048287 10.021 0.3231138289 2.6007199287    0.323 -1.644  3.6151  5.004    0 8.880 12.177 10.253 9.158 8.661 8.451
0.0048287 10.021 0.3309866190 2.6175057888    0.331 -1.622  3.6168  4.999    0 8.824 12.097 10.180 9.093 8.603 8.396
0.0048287 10.021 0.3311433196 2.6178333759    0.331 -1.616  3.6166  4.992    0 8.809 12.087 10.168 9.080 8.589 8.382
0.0048287 10.021 0.3314770162 2.6185302734    0.332 -1.615  3.6164  4.991    0 8.808 12.087 10.168 9.079 8.588 8.380
0.0048287 10.021 0.3318703175 2.6193499565    0.332 -1.615  3.6163  4.991    0 8.806 12.088 10.168 9.078 8.586 8.379
0.0048287 10.021 0.3322472274 2.6201341152    0.332 -1.614  3.6161  4.990    0 8.805 12.089 10.168 9.078 8.585 8.377
0.0048287 10.021 0.3326950967 2.6210639477    0.333 -1.613  3.6159  4.989    0 8.803 12.089 10.168 9.077 8.583 8.375
0.0048287 10.021 0.3331281841 2.6219613552    0.333 -1.612  3.6158  4.988    0 8.801 12.089 10.167 9.076 8.581 8.373
0.0048287 10.021 0.3336482644 2.6230363846    0.334 -1.611  3.6156  4.987    0 8.799 12.089 10.167 9.074 8.579 8.371
0.0048287 10.021 0.3342165351 2.6242082119    0.334 -1.610  3.6155  4.986    0 8.796 12.088 10.165 9.072 8.577 8.368
0.0048287 10.021 0.3348427415 2.6254954338    0.335 -1.609  3.6153  4.985    0 8.793 12.087 10.164 9.070 8.574 8.365
0.0048287 10.021 0.3355397880 2.6269240379    0.336 -1.608  3.6152  4.984    0 8.789 12.085 10.161 9.067 8.570 8.361
0.0048287 10.021 0.3363251984 2.6285278797    0.336 -1.606  3.6151  4.983    0 8.785 12.083 10.158 9.063 8.566 8.356
0.0048287 10.021 0.3368487060 2.6295933723    0.337 -1.605  3.6150  4.982    0 8.781 12.081 10.156 9.060 8.563 8.353
0.0048287 10.021 0.3374197483 2.6307528019    0.338 -1.603  3.6149  4.981    0 8.778 12.078 10.153 9.057 8.559 8.350
0.0048287 10.021 0.3380473852 2.6320235729    0.338 -1.602  3.6149  4.980    0 8.774 12.075 10.149 9.054 8.556 8.346
0.0048287 10.021 0.3387432098 2.6334278584    0.339 -1.600  3.6148  4.979    0 8.769 12.071 10.145 9.050 8.551 8.341
0.0048287 10.021 0.3395228088 2.6349956989    0.340 -1.598  3.6148  4.978    0 8.764 12.067 10.141 9.045 8.546 8.336
0.0048287 10.021 0.3404073119 2.6367676258    0.341 -1.595  3.6148  4.977    0 8.759 12.062 10.136 9.039 8.541 8.331
0.0048287 10.021 0.3414263725 2.6387999058    0.342 -1.593  3.6147  4.975    0 8.752 12.056 10.129 9.033 8.534 8.324
0.0048287 10.021 0.3426234424 2.6411747932    0.343 -1.590  3.6147  4.973    0 8.744 12.048 10.121 9.025 8.526 8.316
0.0048287 10.021 0.3440651000 2.6440172195    0.344 -1.586  3.6147  4.971    0 8.734 12.038 10.112 9.015 8.517 8.306
0.0048287 10.021 0.3458602428 2.6475300789    0.346 -1.581  3.6147  4.969    0 8.722 12.026 10.099 9.003 8.505 8.294
0.0048287 10.021 0.3482026160 2.6520698071    0.348 -1.575  3.6148  4.966    0 8.707 12.010 10.083 8.988 8.489 8.279
0.0048287 10.021 0.3499999940 2.6555202007    0.350 -1.570  3.6149  4.964    0 8.696 11.998 10.072 8.977 8.479 8.269
0.0048287 10.021 0.3528175652 2.6608719826    0.353 -1.565  3.6153  4.963    0 8.682 11.979 10.054 8.960 8.464 8.255
0.0048287 10.021 0.3567514420 2.6682300568    0.357 -1.557  3.6158  4.963    0 8.663 11.953 10.030 8.939 8.444 8.236
0.0048287 10.021 0.3599947691 2.6741993427    0.360 -1.551  3.6162  4.962    0 8.647 11.932 10.010 8.921 8.428 8.221
0.0048287 10.021 0.3627602458 2.6792211533    0.363 -1.546  3.6166  4.962    0 8.634 11.914 9.993 8.906 8.415 8.208
0.0048287 10.021 0.3651745617 2.6835553646    0.365 -1.541  3.6169  4.961    0 8.622 11.898 9.979 8.892 8.403 8.196
0.0048287 10.021 0.3673195243 2.6873674393    0.367 -1.537  3.6172  4.961    0 8.612 11.883 9.965 8.880 8.392 8.186
0.0048287 10.021 0.3692509234 2.6907696724    0.369 -1.533  3.6175  4.960    0 8.602 11.870 9.953 8.870 8.382 8.177
0.0048287 10.021 0.3710088134 2.6938412189    0.371 -1.529  3.6177  4.959    0 8.593 11.858 9.942 8.859 8.373 8.168
0.0048287 10.021 0.3726226687 2.6966407299    0.373 -1.526  3.6179  4.959    0 8.585 11.847 9.932 8.850 8.365 8.160
0.0048287 10.021 0.3741150796 2.6992123127    0.374 -1.523  3.6181  4.958    0 8.577 11.837 9.922 8.841 8.357 8.152
0.0048287 10.021 0.3755035698 2.7015898228    0.376 -1.520  3.6182  4.958    0 8.570 11.828 9.914 8.833 8.349 8.145
0.0048287 10.021 0.3768021464 2.7038009167    0.377 -1.517  3.6184  4.957    0 8.563 11.819 9.905 8.826 8.342 8.139
0.0048287 10.021 0.3787963092 2.7071723938    0.379 -1.513  3.6186  4.956    0 8.552 11.805 9.892 8.814 8.332 8.128
0.0048287 10.021 0.3806119263 2.7102172375    0.381 -1.509  3.6188  4.955    0 8.542 11.793 9.880 8.803 8.321 8.118
0.0048287 10.021 0.3822792172 2.7129931450    0.382 -1.505  3.6190  4.954    0 8.533 11.781 9.869 8.793 8.312 8.109
0.0048287 10.021 0.3838212788 2.7155430317    0.384 -1.502  3.6192  4.953    0 8.524 11.770 9.859 8.783 8.303 8.101
0.0048287 10.021 0.3852560818 2.7179007530    0.385 -1.499  3.6193  4.952    0 8.516 11.760 9.850 8.775 8.295 8.093
0.0048287 10.021 0.3864676654 2.7198808193    0.387 -1.496  3.6194  4.951    0 8.509 11.752 9.842 8.767 8.288 8.086
0.0048287 10.021 0.3877360523 2.7219431400    0.388 -1.493  3.6195  4.950    0 8.502 11.743 9.833 8.759 8.281 8.079
0.0048287 10.021 0.3888152838 2.7236893177    0.389 -1.490  3.6196  4.949    0 8.496 11.736 9.826 8.753 8.274 8.072
0.0048287 10.021 0.3899527192 2.7255210876    0.390 -1.488  3.6197  4.947    0 8.489 11.729 9.819 8.745 8.268 8.066
0.0048287 10.021 0.3909263611 2.7270824909    0.391 -1.485  3.6197  4.946    0 8.483 11.722 9.813 8.739 8.262 8.060
0.0048287 10.021 0.3913862109 2.7278177738    0.391 -1.486  3.6198  4.947    0 8.484 11.722 9.813 8.740 8.262 8.061
0.0048287 10.021 0.3956541121 2.7345757484    0.396 -1.475  3.6198  4.942    0 8.457 11.696 9.787 8.714 8.236 8.035
0.0048287 10.021 0.4000000060 2.7413372993    0.400 -1.464  3.6198  4.935    0 8.430 11.669 9.759 8.687 8.209 8.008
0.0048287 10.021 0.4135980010 2.7617058754    0.414 -1.428  3.6218  4.922    0 8.340 11.555 9.651 8.588 8.119 7.920
0.0048287 10.021 0.4499999881 2.8109800816    0.450 -1.338  3.6267  4.888    0 8.115 11.267 9.379 8.341 7.891 7.701
0.0048287 10.021 0.4619418383 2.8256821632    0.462 -1.304  3.6290  4.874    0 8.029 11.151 9.271 8.244 7.804 7.618
0.0048287 10.021 0.5000000000 2.8684780598    0.500 -1.198  3.6361  4.831    0 7.764 10.790 8.936 7.947 7.535 7.361
0.0048287 10.021 0.5231747627 2.8918445110    0.523 -1.119  3.6423  4.797    0 7.568 10.502 8.675 7.722 7.336 7.172
0.0048287 10.021 0.5489699841 2.9157240391    0.549 -1.032  3.6493  4.759    0 7.351 10.169 8.382 7.473 7.115 6.963
0.0048287 10.021 0.5763335228 2.9389102459    0.576 -0.938  3.6588  4.724    0 7.116 9.758 8.042 7.195 6.872 6.737
0.0048287 10.021 0.5979399681 2.9558427334    0.598 -0.866  3.6662  4.697    0 6.934 9.441 7.786 6.985 6.686 6.562
0.0048287 10.021 0.6095677614 2.9644999504    0.609 -0.823  3.6718  4.685    0 6.827 9.232 7.626 6.858 6.576 6.459
0.0048287 10.021 0.6268911362 2.9768519402    0.627 -0.759  3.6804  4.668    0 6.668 8.918 7.391 6.673 6.412 6.306
0.0048287 10.021 0.6426822543 2.9875719547    0.643 -0.702  3.6886  4.654    0 6.524 8.632 7.181 6.506 6.263 6.168
0.0048287 10.021 0.6469099522 2.9903559685    0.647 -0.686  3.6908  4.650    0 6.485 8.556 7.126 6.462 6.224 6.131
0.0048287 10.021 0.6567847133 2.9967236519    0.657 -0.649  3.6965  4.642    0 6.392 8.372 6.993 6.356 6.130 6.043
0.0048287 10.021 0.6735605597 3.0071258545    0.673 -0.586  3.7062  4.629    0 6.235 8.067 6.773 6.180 5.973 5.897
0.0048287 10.021 0.6888854504 3.0161988735    0.689 -0.529  3.7149  4.616    0 6.091 7.799 6.579 6.023 5.832 5.766
0.0048287 10.021 0.6958799362 3.0202109814    0.696 -0.502  3.7188  4.610    0 6.026 7.679 6.491 5.952 5.768 5.706
0.0048287 10.021 0.7033005953 3.0243830681    0.703 -0.474  3.7228  4.603    0 5.956 7.557 6.401 5.878 5.700 5.642
0.0048287 10.021 0.7159475088 3.0313003063    0.716 -0.426  3.7295  4.589    0 5.836 7.352 6.249 5.751 5.584 5.533
0.0048287 10.021 0.7281540632 3.0377554893    0.728 -0.380  3.7358  4.575    0 5.720 7.160 6.105 5.630 5.474 5.429
0.0048287 10.021 0.7397181392 3.0436801910    0.740 -0.336  3.7416  4.561    0 5.609 6.981 5.970 5.515 5.369 5.330
0.0048287 10.021 0.7448499203 3.0462522507    0.745 -0.316  3.7441  4.554    0 5.560 6.904 5.911 5.465 5.323 5.286
0.0048287 10.021 0.7536865473 3.0506017208    0.753 -0.281  3.7481  4.541    0 5.474 6.773 5.809 5.378 5.242 5.210
0.0048287 10.021 0.7684694529 3.0576608181    0.768 -0.223  3.7546  4.517    0 5.328 6.559 5.640 5.232 5.106 5.080
0.0048287 10.021 0.7822904587 3.0640265942    0.782 -0.168  3.7603  4.492    0 5.189 6.362 5.482 5.093 4.977 4.956
0.0048287 10.021 0.7938199043 3.0691726208    0.793 -0.121  3.7648  4.469    0 5.071 6.203 5.349 4.977 4.868 4.851
0.0048287 10.021 0.7942051291 3.0693418980    0.794 -0.119  3.7650  4.468    0 5.067 6.198 5.345 4.973 4.864 4.848
0.0048287 10.021 0.8045331240 3.0738227367    0.804 -0.075  3.7686  4.445    0 4.958 6.055 5.223 4.864 4.761 4.749
0.0048287 10.021 0.8137638569 3.0777287483    0.813 -0.035  3.7716  4.421    0 4.857 5.926 5.112 4.764 4.667 4.657
0.0048287 10.021 0.8227893710 3.0814611912    0.822  0.006  3.7745  4.397    0 4.755 5.799 5.002 4.664 4.571 4.564
0.0048287 10.021 0.8314041495 3.0849463940    0.831  0.046  3.7770  4.371    0 4.654 5.676 4.893 4.565 4.476 4.472
0.0048287 10.021 0.8394743204 3.0881447792    0.839  0.085  3.7792  4.345    0 4.557 5.561 4.789 4.469 4.384 4.382
0.0048287 10.021 0.8427897692 3.0894405842    0.842  0.101  3.7800  4.334    0 4.517 5.514 4.747 4.430 4.346 4.344
0.0048287 10.021 0.8479335904 3.0914304256    0.847  0.126  3.7811  4.316    0 4.455 5.443 4.681 4.368 4.286 4.286
0.0048287 10.021 0.8580360413 3.0952672958    0.857  0.177  3.7827  4.277    0 4.329 5.303 4.549 4.243 4.164 4.165
0.0048287 10.021 0.8664848804 3.0984058380    0.865  0.222  3.7838  4.240    0 4.215 5.181 4.432 4.130 4.053 4.055
0.0048287 10.021 0.8680388927 3.0989761353    0.867  0.231  3.7839  4.233    0 4.193 5.159 4.410 4.109 4.032 4.034
0.0048287 10.021 0.8732722402 3.1008820534    0.872  0.261  3.7839  4.205    0 4.117 5.081 4.333 4.032 3.955 3.958
0.0048287 10.021 0.8804331422 3.1034519672    0.879  0.305  3.7833  4.162    0 4.008 4.976 4.225 3.923 3.845 3.847
0.0048287 10.021 0.8885965943 3.1063301563    0.887  0.358  3.7812  4.105    0 3.875 4.856 4.097 3.789 3.708 3.708
0.0048287 10.021 0.8899769187 3.1068115234    0.888  0.367  3.7807  4.094    0 3.852 4.836 4.075 3.765 3.684 3.684
0.0048287 10.021 0.8917598128 3.1074309349    0.890  0.380  3.7795  4.077    0 3.820 4.813 4.046 3.733 3.650 3.648
0.0048287 10.021 0.8924756646 3.1076788902    0.891  0.385  3.7790  4.070    0 3.807 4.803 4.034 3.720 3.636 3.633
0.0048287 10.021 0.8980842233 3.1096079350    0.896  0.427  3.7730  4.008    0 3.703 4.746 3.948 3.614 3.521 3.513
0.0048287 10.021 0.9022772908 3.1110339165    0.901  0.456  3.7645  3.946    0 3.630 4.741 3.901 3.540 3.433 3.417
0.0048287 10.021 0.9050489068 3.1119689941    0.903  0.471  3.7545  3.892    0 3.592 4.789 3.898 3.503 3.380 3.353
0.0048287 10.021 0.9068684578 3.1125798225    0.905  0.479  3.7444  3.845    0 3.571 4.861 3.915 3.487 3.347 3.311
0.0048287 10.021 0.9082331657 3.1130363941    0.906  0.490  3.7355  3.799    0 3.545 4.923 3.925 3.468 3.313 3.267
0.0048287 10.021 0.9095793366 3.1134850979    0.908  0.513  3.7271  3.743    0 3.487 4.953 3.904 3.419 3.250 3.195
0.0048287 10.021 0.9108944535 3.1139223576    0.909  0.552  3.7205  3.679    0 3.391 4.928 3.838 3.331 3.151 3.089
0.0048287 10.021 0.9114328623 3.1141009331    0.909  0.571  3.7182  3.650    0 3.341 4.904 3.800 3.285 3.101 3.037
0.0048287 10.021 0.9119415283 3.1142694950    0.910  0.594  3.7165  3.621    0 3.284 4.865 3.751 3.231 3.044 2.978
0.0048287 10.021 0.9129417539 3.1146004200    0.911  0.644  3.7136  3.560    0 3.160 4.771 3.641 3.112 2.920 2.850
0.0048287 10.021 0.9138558507 3.1149020195    0.912  0.695  3.7115  3.500    0 3.031 4.663 3.522 2.987 2.791 2.719
0.0048287 10.021 0.9145325422 3.1151251793    0.912  0.737  3.7100  3.453    0 2.927 4.575 3.426 2.885 2.687 2.613
0.0048287 10.021 0.9151803255 3.1153383255    0.913  0.780  3.7087  3.405    0 2.820 4.484 3.325 2.781 2.580 2.504
0.0048287 10.021 0.9159326553 3.1155853271    0.914  0.835  3.7071  3.345    0 2.684 4.366 3.198 2.648 2.444 2.367
0.0048287 10.021 0.9165047407 3.1157729626    0.914  0.880  3.7058  3.295    0 2.570 4.268 3.092 2.537 2.331 2.252
0.0048287 10.021 0.9169911146 3.1159322262    0.915  0.921  3.7046  3.249    0 2.467 4.178 2.995 2.437 2.228 2.148
0.0048287 10.021 0.9175653458 3.1161203384    0.915  0.974  3.7030  3.189    0 2.335 4.063 2.871 2.308 2.096 2.014
0.0048287 10.021 0.9179842472 3.1162571907    0.916  1.016  3.7017  3.142    0 2.229 3.971 2.772 2.205 1.991 1.907
0.0048287 10.021 0.9183596969 3.1163797379    0.916  1.057  3.7003  3.096    0 2.127 3.882 2.677 2.105 1.889 1.804
0.0048287 10.021 0.9187141061 3.1164953709    0.916  1.099  3.6989  3.049    0 2.023 3.797 2.582 2.005 1.786 1.699
0.0048287 10.021 0.9191265702 3.1166298389    0.917  1.152  3.6969  2.988    0 1.890 3.691 2.461 1.877 1.654 1.564
0.0048287 10.021 0.9194976091 3.1167507172    0.917  1.205  3.6948  2.927    0 1.758 3.590 2.343 1.750 1.522 1.430
0.0048287 10.021 0.9198212028 3.1168560982    0.917  1.256  3.6928  2.868    0 1.631 3.494 2.229 1.628 1.396 1.301
0.0048287 10.021 0.9201111794 3.1169505119    0.917  1.306  3.6906  2.809    0 1.506 3.399 2.118 1.508 1.272 1.174
0.0048287 10.021 0.9203799963 3.1170377731    0.917  1.356  3.6884  2.750    0 1.379 3.304 2.006 1.387 1.147 1.046
0.0048287 10.021 0.9206257463 3.1171176434    0.917  1.407  3.6860  2.690    0 1.252 3.211 1.895 1.267 1.021 0.918
0.0048287 10.021 0.9208355546 3.1171858311    0.917  1.455  3.6838  2.633    0 1.134 3.125 1.792 1.155 0.905 0.799
0.0048287 10.021 0.9210353494 3.1172506809    0.918  1.503  3.6814  2.575    0 1.011 3.037 1.686 1.040 0.785 0.675
0.0048287 10.021 0.9212152958 3.1173090935    0.918  1.551  3.6789  2.517    0 0.893 2.953 1.584 0.928 0.668 0.555
0.0048287 10.021 0.9213828444 3.1173634529    0.918  1.598  3.6765  2.460    0 0.775 2.878 1.485 0.818 0.552 0.436
0.0048287 10.021 0.9215421081 3.1174149513    0.917  1.644  3.6740  2.405    0 0.661 2.810 1.390 0.710 0.439 0.320
0.0048287 10.021 0.9217350483 3.1174774170    0.917  1.687  3.6717  2.353    0 0.553 2.744 1.300 0.609 0.333 0.211
0.0048287 10.021 0.9218046069 3.1175000668    0.917  1.698  3.6712  2.339    0 0.524 2.726 1.275 0.582 0.304 0.182
0.0048287 10.021 0.9219254255 3.1175391674    0.917  1.673  3.6731  2.372    0 0.589 2.756 1.325 0.641 0.368 0.248
0.0048287 10.021 0.9220007062 3.1175634861    0.917  1.648  3.6748  2.404    0 0.650 2.786 1.373 0.697 0.427 0.309
0.0048287 10.021 0.9220275283 3.1175723076    0.917  1.658  3.6742  2.391    0 0.624 2.771 1.352 0.673 0.403 0.284
0.0048287 10.021 0.9221427441 3.1176095009    0.917  1.702  3.6717  2.337    0 0.515 2.709 1.262 0.571 0.295 0.173
0.0048287 10.021 0.9222574830 3.1176466942    0.917  1.747  3.6691  2.282    0 0.401 2.644 1.170 0.465 0.183 0.058
0.0048287 10.021 0.9223621488 3.1176805496    0.917  1.792  3.6665  2.227    0 0.291 2.584 1.082 0.363 0.075 -0.054
0.0048287 10.021 0.9224618077 3.1177127361    0.917  1.837  3.6638  2.171    0 0.178 2.523 0.991 0.259 -0.036 -0.168
0.0048287 10.021 0.9225502014 3.1177413464    0.916  1.880  3.6611  2.116    0 0.069 2.467 0.906 0.159 -0.141 -0.277
0.0048287 10.021 0.9226338863 3.1177685261    0.916  1.924  3.6584  2.061    0 -0.041 2.412 0.821 0.059 -0.249 -0.388
0.0048287 10.021 0.9227083921 3.1177926064    0.916  1.967  3.6556  2.008    0 -0.147 2.362 0.740 -0.036 -0.351 -0.494
0.0048287 10.021 0.9227783084 3.1178150177    0.916  2.010  3.6529  1.954    0 -0.254 2.323 0.660 -0.135 -0.454 -0.600
0.0048287 10.021 0.9228432775 3.1178362370    0.915  2.053  3.6500  1.899    0 -0.361 2.286 0.581 -0.233 -0.557 -0.707
0.0048287 10.021 0.9229016304 3.1178550720    0.915  2.094  3.6472  1.846    0 -0.466 2.253 0.506 -0.327 -0.657 -0.810
0.0048287 10.021 0.9229568243 3.1178727150    0.915  2.137  3.6444  1.792    0 -0.573 2.220 0.429 -0.423 -0.758 -0.915
0.0048287 10.021 0.9230059385 3.1178886890    0.914  2.178  3.6415  1.739    0 -0.676 2.190 0.356 -0.514 -0.854 -1.015
0.0048287 10.021 0.9230523109 3.1179037094    0.914  2.220  3.6386  1.685    0 -0.780 2.161 0.283 -0.606 -0.952 -1.116
0.0048287 10.021 0.9230942130 3.1179172993    0.913  2.261  3.6358  1.633    0 -0.882 2.135 0.213 -0.694 -1.046 -1.214
0.0048287 10.021 0.9231334925 3.1179299355    0.913  2.302  3.6329  1.580    0 -0.984 2.110 0.143 -0.782 -1.140 -1.313
0.0048287 10.021 0.9231691957 3.1179413795    0.912  2.342  3.6300  1.528    0 -1.085 2.087 0.075 -0.867 -1.231 -1.408
0.0048287 10.021 0.9232023954 3.1179521084    0.911  2.382  3.6270  1.476    0 -1.185 2.067 0.010 -0.950 -1.322 -1.504
0.0048287 10.021 0.9232338667 3.1179623604    0.910  2.423  3.6241  1.422    0 -1.288 2.049 -0.054 -1.034 -1.417 -1.604
0.0048287 10.021 0.9232617617 3.1179714203    0.910  2.462  3.6211  1.371    0 -1.385 2.034 -0.114 -1.113 -1.506 -1.698
0.0048287 10.021 0.9232879281 3.1179797649    0.909  2.502  3.6182  1.319    0 -1.484 2.019 -0.173 -1.192 -1.595 -1.793
0.0048287 10.021 0.9233123064 3.1179876328    0.908  2.541  3.6152  1.268    0 -1.582 2.007 -0.230 -1.269 -1.684 -1.887
0.0048287 10.021 0.9233345389 3.1179947853    0.907  2.579  3.6122  1.217    0 -1.678 1.996 -0.285 -1.344 -1.770 -1.979
0.0048287 10.021 0.9233556986 3.1180016994    0.906  2.618  3.6093  1.166    0 -1.776 1.985 -0.340 -1.420 -1.857 -2.072
0.0048287 10.021 0.9233748317 3.1180078983    0.905  2.656  3.6063  1.116    0 -1.870 1.978 -0.390 -1.489 -1.940 -2.161
0.0048287 10.021 0.9233928323 3.1180136204    0.903  2.694  3.6033  1.065    0 -1.964 1.972 -0.439 -1.560 -2.023 -2.250
0.0048287 10.021 0.9234100580 3.1180191040    0.902  2.732  3.6003  1.014    0 -2.061 1.965 -0.490 -1.632 -2.108 -2.341
0.0048287 10.021 0.9234290719 3.1180253029    0.900  2.778  3.5966  0.953    0 -2.174 1.966 -0.542 -1.710 -2.206 -2.448
0.0048287 10.021 0.9234465957 3.1180310249    0.898  2.823  3.5928  0.892    0 -2.287 1.971 -0.590 -1.786 -2.303 -2.554
0.0048287 10.021 0.9234600663 3.1180353165    0.896  2.860  3.5898  0.842    0 -2.379 1.974 -0.630 -1.849 -2.382 -2.641
0.0048287 10.021 0.9234751463 3.1180400848    0.894  2.904  3.5861  0.782    0 -2.489 1.979 -0.671 -1.916 -2.475 -2.744
0.0048287 10.021 0.9234890938 3.1180446148    0.891  2.947  3.5823  0.722    0 -2.598 1.985 -0.710 -1.981 -2.566 -2.846
0.0048287 10.021 0.9235019088 3.1180489063    0.889  2.990  3.5786  0.663    0 -2.705 1.992 -0.744 -2.040 -2.654 -2.945
0.0048287 10.021 0.9235136509 3.1180527210    0.886  3.032  3.5748  0.605    0 -2.809 1.998 -0.770 -2.088 -2.737 -3.042
0.0048287 10.021 0.9235246778 3.1180562973    0.882  3.073  3.5710  0.546    0 -2.913 2.006 -0.795 -2.135 -2.820 -3.139
0.0048287 10.021 0.9235347509 3.1180593967    0.878  3.114  3.5672  0.489    0 -3.014 2.013 -0.808 -2.166 -2.898 -3.231
0.0048287 10.021 0.9235441685 3.1180624962    0.874  3.154  3.5633  0.432    0 -3.114 2.026 -0.812 -2.189 -2.973 -3.324
0.0048287 10.021 0.9235527515 3.1180653572    0.870  3.192  3.5595  0.376    0 -3.210 2.042 -0.809 -2.204 -3.043 -3.412
0.0048287 10.021 0.9235607386 3.1180677414    0.866  3.230  3.5556  0.320    0 -3.304 2.055 -0.791 -2.197 -3.107 -3.497
0.0048287 10.021 0.9235681295 3.1180701256    0.860  3.266  3.5517  0.265    0 -3.396 2.071 -0.771 -2.187 -3.168 -3.579
0.0048287 10.021 0.9235753417 3.1180725098    0.855  3.304  3.5478  0.209    0 -3.489 2.086 -0.739 -2.161 -3.227 -3.661
0.0048287 10.021 0.9235819578 3.1180746555    0.849  3.339  3.5441  0.156    0 -3.577 2.102 -0.699 -2.121 -3.278 -3.736
0.0048287 10.021 0.9235892892 3.1180770397    0.841  1.716  3.6998  2.398    4 0.480 2.255 1.035 0.462 0.243 0.155
0.0048287 10.021 0.9236620665 3.1181004047    0.841  1.728  3.6987  2.381    4 0.449 2.240 1.010 0.433 0.211 0.123
0.0048287 10.021 0.9237391353 3.1181254387    0.841  1.732  3.6985  2.376    4 0.439 2.233 1.002 0.423 0.202 0.113
0.0048287 10.021 0.9238091111 3.1181478500    0.841  1.733  3.6987  2.376    4 0.437 2.229 0.998 0.420 0.199 0.110
0.0048287 10.021 0.9238801003 3.1181707382    0.841  1.733  3.6991  2.378    4 0.438 2.225 0.997 0.421 0.200 0.112
0.0048287 10.021 0.9239506721 3.1181936264    0.841  1.731  3.6996  2.382    4 0.442 2.221 0.998 0.423 0.204 0.116
0.0048287 10.021 0.9239563942 3.1181955338    0.841  1.731  3.6996  2.382    4 0.442 2.221 0.998 0.424 0.204 0.117
0.0048287 10.021 0.9240216613 3.1182165146    0.841  1.729  3.7001  2.386    4 0.447 2.218 0.999 0.427 0.209 0.122
